filename,compound,neg,neu,pos,VERB,NOUN,PRON,ADJ,ADV,ADP,CONJ,DET,NUM,PRT,X,.,perc_not_in_aspell,avg_suggestion_length,entities_per_sentence,entities_per_word,avg_tree_height
clueweb12-0710wb-45-14088,0.32,0.06,0.83,0.11,0.11,0.30,0.08,0.12,0.01,0.10,0.02,0.07,0.01,0.03,0.00,0.14,0.03,22.75,0.60,0.02,2.60
clueweb12-1214wb-88-22587,0.80,0.00,0.83,0.17,0.12,0.46,0.06,0.04,0.00,0.10,0.00,0.06,0.00,0.02,0.00,0.14,0.18,15.11,5.00,0.10,3.00
clueweb12-1504wb-61-07547,0.54,0.01,0.78,0.22,0.15,0.31,0.06,0.04,0.05,0.06,0.02,0.06,0.04,0.04,0.00,0.17,0.15,28.67,1.00,0.03,2.62
clueweb12-1509wb-23-14138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1814wb-35-18685,-0.00,0.05,0.89,0.06,0.14,0.30,0.03,0.11,0.05,0.10,0.04,0.08,0.01,0.02,0.00,0.11,0.12,19.43,0.34,0.02,2.31
clueweb12-1503wb-28-11310,-0.11,0.08,0.88,0.04,0.12,0.30,0.02,0.11,0.03,0.12,0.03,0.08,0.04,0.02,0.00,0.13,0.14,26.29,0.64,0.02,2.31
clueweb12-0008wb-63-00826,-0.13,0.08,0.88,0.04,0.14,0.34,0.01,0.09,0.03,0.13,0.03,0.07,0.03,0.01,0.00,0.12,0.11,22.54,1.36,0.05,2.63
clueweb12-0609wb-88-08882,-0.06,0.08,0.89,0.04,0.24,0.22,0.07,0.04,0.06,0.07,0.00,0.09,0.03,0.04,0.00,0.12,0.10,36.14,0.00,0.00,2.00
clueweb12-0110wb-75-16144,0.06,0.05,0.88,0.07,0.25,0.17,0.11,0.05,0.09,0.07,0.04,0.06,0.02,0.06,0.00,0.07,0.04,36.59,0.26,0.01,2.22
clueweb12-0901wb-93-26142,-0.00,0.09,0.81,0.10,0.20,0.30,0.06,0.09,0.05,0.09,0.03,0.07,0.01,0.04,0.00,0.07,0.07,23.10,0.65,0.04,2.50
clueweb12-1505wb-52-22610,-0.06,0.08,0.86,0.06,0.13,0.26,0.02,0.12,0.06,0.11,0.03,0.11,0.02,0.02,0.00,0.11,0.05,38.45,0.42,0.02,2.27
clueweb12-0916wb-57-12964,-0.06,0.04,0.95,0.01,0.16,0.29,0.04,0.07,0.04,0.11,0.04,0.10,0.03,0.02,0.00,0.12,0.04,41.86,0.30,0.02,2.30
clueweb12-0406wb-35-25751,0.47,0.00,0.85,0.15,0.22,0.33,0.06,0.04,0.04,0.08,0.02,0.06,0.00,0.04,0.00,0.12,0.04,12.50,2.50,0.10,3.00
clueweb12-0501wb-82-33792,0.06,0.04,0.87,0.09,0.15,0.28,0.05,0.08,0.06,0.09,0.04,0.10,0.00,0.02,0.00,0.13,0.04,25.82,0.53,0.03,2.39
clueweb12-0503wb-91-30483,-0.07,0.10,0.83,0.06,0.15,0.28,0.05,0.09,0.03,0.10,0.03,0.11,0.02,0.05,0.00,0.09,0.06,42.66,1.38,0.05,2.81
clueweb12-0110wb-29-03446,0.99,0.05,0.78,0.17,0.25,0.12,0.20,0.07,0.07,0.06,0.02,0.03,0.00,0.09,0.01,0.08,0.13,41.50,2.00,0.01,3.00
clueweb12-1808wb-97-10883,-0.13,0.09,0.86,0.05,0.14,0.31,0.02,0.09,0.03,0.12,0.03,0.09,0.03,0.02,0.00,0.11,0.07,28.63,0.86,0.04,2.47
clueweb12-1905wb-32-17147,-0.13,0.18,0.69,0.13,0.17,0.26,0.08,0.08,0.07,0.10,0.03,0.07,0.02,0.03,0.00,0.11,0.08,27.70,1.10,0.06,2.59
clueweb12-0005wb-51-15027,-0.09,0.08,0.87,0.05,0.13,0.32,0.01,0.11,0.03,0.13,0.04,0.07,0.04,0.02,0.00,0.11,0.12,27.15,1.30,0.05,2.70
clueweb12-1204wb-78-00730,-0.22,0.11,0.85,0.04,0.15,0.31,0.03,0.10,0.04,0.11,0.03,0.09,0.02,0.03,0.00,0.11,0.09,27.22,0.74,0.03,2.32
clueweb12-1303wb-94-07176,-0.06,0.07,0.89,0.04,0.15,0.27,0.02,0.10,0.04,0.11,0.04,0.10,0.01,0.02,0.00,0.13,0.03,28.10,0.36,0.02,2.33
clueweb12-0111wb-43-31736,-0.02,0.05,0.91,0.04,0.15,0.29,0.04,0.08,0.03,0.13,0.03,0.13,0.00,0.01,0.00,0.10,0.06,17.27,0.15,0.01,2.15
clueweb12-0710wb-69-01504,-0.03,0.06,0.89,0.05,0.15,0.27,0.01,0.13,0.05,0.13,0.04,0.08,0.02,0.02,0.00,0.11,0.05,32.90,0.20,0.01,2.18
clueweb12-1713wb-96-12628,0.42,0.02,0.84,0.14,0.23,0.27,0.07,0.09,0.05,0.09,0.05,0.09,0.00,0.02,0.00,0.05,0.02,17.00,0.50,0.02,2.50
clueweb12-1111wb-60-05227,-0.13,0.07,0.90,0.03,0.20,0.34,0.02,0.10,0.04,0.06,0.05,0.04,0.00,0.02,0.00,0.13,0.03,17.60,0.82,0.05,2.73
clueweb12-1701wb-85-24113,0.01,0.10,0.80,0.11,0.17,0.31,0.03,0.09,0.03,0.10,0.03,0.07,0.01,0.03,0.00,0.12,0.11,26.42,1.14,0.04,2.71
clueweb12-0006wb-17-15322,-0.11,0.12,0.83,0.05,0.14,0.32,0.05,0.06,0.04,0.11,0.03,0.07,0.02,0.02,0.00,0.13,0.04,42.11,1.56,0.09,2.78
clueweb12-0503wb-34-02849,-0.09,0.07,0.92,0.02,0.14,0.35,0.02,0.04,0.02,0.15,0.03,0.10,0.02,0.01,0.00,0.12,0.04,19.25,0.67,0.04,2.67
clueweb12-1106wb-03-09622,0.01,0.09,0.83,0.08,0.17,0.28,0.06,0.10,0.04,0.12,0.01,0.10,0.00,0.02,0.00,0.09,0.05,24.50,0.69,0.04,2.46
clueweb12-0002wb-58-34709,-0.56,0.27,0.67,0.06,0.20,0.24,0.07,0.08,0.04,0.12,0.05,0.08,0.00,0.05,0.00,0.06,0.06,37.80,1.33,0.05,3.00
clueweb12-1603wb-19-00949,-0.03,0.09,0.82,0.09,0.20,0.22,0.09,0.07,0.06,0.10,0.04,0.09,0.02,0.02,0.00,0.10,0.05,30.73,0.44,0.03,2.37
clueweb12-0600tw-47-07468,0.17,0.06,0.81,0.14,0.16,0.25,0.04,0.10,0.06,0.09,0.04,0.13,0.01,0.02,0.00,0.10,0.03,30.00,0.40,0.01,2.40
clueweb12-0806wb-65-21891,0.04,0.04,0.92,0.05,0.19,0.22,0.05,0.09,0.05,0.11,0.03,0.13,0.01,0.04,0.00,0.08,0.01,18.43,0.17,0.01,2.14
clueweb12-1307wb-30-01195,-0.00,0.03,0.93,0.04,0.14,0.37,0.01,0.12,0.03,0.10,0.04,0.07,0.00,0.02,0.00,0.08,0.05,14.17,1.61,0.06,2.72
clueweb12-0400wb-97-03127,0.21,0.05,0.84,0.11,0.18,0.24,0.13,0.04,0.04,0.09,0.02,0.06,0.00,0.05,0.00,0.16,0.05,30.29,0.33,0.02,2.33
clueweb12-1509wb-24-13821,0.21,0.03,0.85,0.12,0.15,0.31,0.04,0.08,0.03,0.10,0.02,0.09,0.00,0.04,0.00,0.13,0.04,26.11,0.81,0.04,2.39
clueweb12-0505wb-92-17249,-0.06,0.11,0.78,0.11,0.20,0.20,0.10,0.08,0.07,0.10,0.04,0.07,0.01,0.04,0.00,0.10,0.10,37.25,0.37,0.01,2.33
clueweb12-1900tw-64-00354,-0.09,0.10,0.82,0.07,0.18,0.27,0.03,0.10,0.04,0.09,0.03,0.08,0.00,0.03,0.00,0.13,0.03,36.61,0.63,0.03,2.47
clueweb12-0106wb-25-13419,-0.14,0.11,0.82,0.07,0.16,0.31,0.03,0.08,0.04,0.10,0.04,0.10,0.00,0.03,0.00,0.11,0.04,22.03,0.46,0.02,2.31
clueweb12-0906wb-61-29716,-0.04,0.06,0.90,0.04,0.13,0.30,0.01,0.10,0.04,0.13,0.03,0.09,0.03,0.01,0.00,0.11,0.11,24.49,0.58,0.02,2.52
clueweb12-1800tw-10-21600,0.00,0.07,0.87,0.06,0.15,0.30,0.02,0.12,0.03,0.09,0.04,0.10,0.00,0.02,0.00,0.12,0.04,13.48,0.44,0.02,2.32
clueweb12-1802wb-42-04693,-0.06,0.08,0.84,0.08,0.19,0.20,0.09,0.09,0.06,0.10,0.05,0.07,0.01,0.02,0.00,0.12,0.06,39.79,0.59,0.03,2.53
clueweb12-0714wb-57-05681,0.08,0.05,0.87,0.08,0.16,0.28,0.05,0.08,0.05,0.12,0.03,0.09,0.01,0.02,0.00,0.11,0.10,23.64,0.98,0.05,2.61
clueweb12-1405wb-55-12267,0.23,0.06,0.80,0.15,0.21,0.21,0.08,0.09,0.07,0.05,0.04,0.11,0.00,0.06,0.00,0.09,0.02,41.50,0.24,0.01,2.24
clueweb12-0411wb-38-14056,-0.04,0.06,0.88,0.06,0.20,0.30,0.03,0.09,0.02,0.10,0.03,0.10,0.00,0.02,0.00,0.10,0.02,32.21,0.26,0.02,2.25
clueweb12-0110wb-19-17143,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1402wb-27-12838,0.07,0.04,0.90,0.06,0.18,0.27,0.01,0.11,0.02,0.09,0.04,0.12,0.01,0.02,0.00,0.13,0.07,13.21,0.27,0.01,2.18
clueweb12-1911wb-87-06829,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0903wb-19-14174,0.17,0.00,0.93,0.07,0.16,0.35,0.07,0.12,0.01,0.06,0.02,0.08,0.01,0.06,0.00,0.06,0.08,12.92,0.75,0.04,2.50
clueweb12-0310wb-53-07377,-0.20,0.11,0.86,0.02,0.16,0.31,0.02,0.08,0.04,0.11,0.05,0.08,0.01,0.02,0.00,0.13,0.07,3.78,0.78,0.04,2.48
clueweb12-0300wb-76-02105,0.02,0.04,0.92,0.04,0.18,0.27,0.04,0.15,0.07,0.08,0.04,0.04,0.01,0.01,0.00,0.10,0.05,23.79,0.35,0.02,2.35
clueweb12-1007wb-82-08034,0.15,0.04,0.86,0.10,0.17,0.26,0.03,0.08,0.07,0.11,0.03,0.11,0.01,0.03,0.00,0.10,0.07,30.54,0.38,0.02,2.32
clueweb12-1204wb-11-23030,0.13,0.06,0.85,0.10,0.19,0.26,0.04,0.08,0.05,0.13,0.03,0.11,0.01,0.03,0.00,0.06,0.05,24.69,0.74,0.02,2.41
clueweb12-0002wb-46-03458,0.42,0.06,0.70,0.24,0.12,0.39,0.00,0.12,0.03,0.06,0.08,0.10,0.00,0.04,0.00,0.05,0.07,16.92,0.43,0.02,2.29
clueweb12-1313wb-44-05841,-0.02,0.06,0.88,0.07,0.17,0.32,0.03,0.08,0.03,0.12,0.04,0.10,0.01,0.03,0.00,0.07,0.08,16.83,0.79,0.03,2.36
clueweb12-0606wb-75-12128,-0.02,0.10,0.82,0.09,0.23,0.22,0.02,0.08,0.06,0.10,0.02,0.14,0.00,0.03,0.00,0.09,0.01,24.20,0.28,0.02,2.25
clueweb12-0811wb-96-02080,0.37,0.01,0.91,0.08,0.01,0.72,0.00,0.01,0.00,0.04,0.01,0.01,0.10,0.00,0.00,0.10,0.13,43.25,10.77,0.12,2.76
clueweb12-0705wb-04-14348,0.27,0.04,0.72,0.24,0.12,0.34,0.00,0.20,0.10,0.07,0.00,0.05,0.00,0.02,0.00,0.10,0.05,30.50,0.33,0.02,2.33
clueweb12-0102wb-41-19562,-0.02,0.06,0.89,0.04,0.15,0.28,0.06,0.07,0.05,0.11,0.04,0.07,0.01,0.03,0.00,0.11,0.03,36.23,0.39,0.02,2.21
clueweb12-1019wb-68-02783,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0910wb-82-02999,0.05,0.04,0.90,0.06,0.18,0.24,0.10,0.08,0.05,0.09,0.04,0.07,0.00,0.04,0.00,0.11,0.05,19.82,0.14,0.01,2.11
clueweb12-1910wb-95-27501,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0714wb-41-26835,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1608wb-13-07948,0.01,0.06,0.87,0.06,0.17,0.27,0.07,0.08,0.05,0.11,0.04,0.08,0.00,0.02,0.00,0.12,0.02,27.27,0.26,0.02,2.24
clueweb12-0205wb-41-22691,-0.09,0.24,0.66,0.10,0.20,0.34,0.03,0.12,0.05,0.06,0.03,0.05,0.00,0.05,0.01,0.06,0.06,21.80,0.67,0.03,2.33
clueweb12-0910wb-02-23671,-0.01,0.08,0.85,0.07,0.14,0.29,0.03,0.09,0.04,0.12,0.03,0.09,0.01,0.03,0.00,0.13,0.11,23.62,0.87,0.04,2.53
clueweb12-1810wb-88-02682,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0807wb-35-15724,-0.06,0.07,0.87,0.06,0.10,0.32,0.01,0.11,0.03,0.13,0.03,0.07,0.04,0.01,0.00,0.14,0.13,26.22,1.06,0.05,2.60
clueweb12-0300wb-80-23685,0.13,0.03,0.89,0.08,0.13,0.26,0.02,0.15,0.07,0.10,0.06,0.11,0.00,0.01,0.00,0.10,0.05,13.20,0.40,0.02,2.40
clueweb12-1414wb-18-31012,-0.14,0.09,0.86,0.06,0.15,0.28,0.03,0.11,0.05,0.10,0.05,0.08,0.02,0.02,0.00,0.12,0.04,24.42,0.33,0.02,2.30
clueweb12-1803wb-02-06043,-0.02,0.03,0.94,0.02,0.11,0.33,0.01,0.08,0.04,0.12,0.02,0.09,0.05,0.01,0.00,0.14,0.20,27.14,0.72,0.04,2.56
clueweb12-1401wb-47-32166,0.14,0.03,0.91,0.06,0.12,0.30,0.00,0.11,0.03,0.11,0.04,0.11,0.02,0.02,0.00,0.13,0.08,26.19,0.45,0.01,2.29
clueweb12-0610wb-61-29996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1511wb-65-05796,-0.15,0.12,0.81,0.07,0.18,0.25,0.07,0.07,0.06,0.12,0.04,0.11,0.01,0.03,0.00,0.08,0.05,25.51,0.22,0.01,2.19
clueweb12-1313wb-21-34545,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1614wb-71-02710,-0.13,0.22,0.40,0.10,0.10,0.31,0.06,0.06,0.02,0.09,0.04,0.16,0.00,0.01,0.00,0.15,0.03,34.67,0.71,0.06,2.14
clueweb12-0107wb-08-20103,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1211wb-96-07877,-0.01,0.05,0.90,0.05,0.18,0.27,0.03,0.10,0.04,0.11,0.04,0.09,0.01,0.03,0.00,0.10,0.02,32.80,0.32,0.02,2.27
clueweb12-1802wb-52-17075,-0.12,0.05,0.94,0.02,0.10,0.36,0.01,0.10,0.03,0.15,0.04,0.05,0.05,0.02,0.00,0.11,0.08,26.97,1.00,0.05,2.62
clueweb12-0801wb-51-04688,-0.10,0.11,0.85,0.04,0.21,0.16,0.18,0.06,0.07,0.08,0.03,0.04,0.02,0.05,0.00,0.11,0.05,33.80,0.12,0.01,2.12
clueweb12-0105wb-66-19148,0.13,0.05,0.84,0.11,0.17,0.28,0.03,0.07,0.04,0.10,0.04,0.12,0.01,0.02,0.00,0.11,0.04,21.84,0.49,0.03,2.40
clueweb12-0405wb-39-12525,0.01,0.05,0.88,0.07,0.18,0.19,0.10,0.04,0.07,0.09,0.03,0.08,0.02,0.03,0.00,0.18,0.16,36.03,0.58,0.03,2.37
clueweb12-1401wb-15-16677,0.04,0.11,0.80,0.09,0.19,0.26,0.06,0.10,0.05,0.07,0.04,0.08,0.02,0.03,0.00,0.11,0.05,29.00,0.63,0.04,2.52
clueweb12-0612wb-32-08938,0.17,0.05,0.82,0.13,0.16,0.28,0.07,0.09,0.06,0.08,0.04,0.06,0.02,0.03,0.00,0.12,0.09,35.11,0.85,0.04,2.54
clueweb12-0309wb-52-31380,-0.13,0.11,0.85,0.04,0.19,0.19,0.09,0.07,0.07,0.07,0.04,0.09,0.04,0.02,0.00,0.13,0.08,38.61,0.17,0.01,2.17
clueweb12-0105wb-14-32461,0.29,0.00,0.89,0.11,0.20,0.24,0.10,0.12,0.04,0.07,0.02,0.07,0.01,0.03,0.00,0.09,0.06,33.71,0.20,0.01,2.20
clueweb12-1617wb-12-08516,-0.01,0.09,0.83,0.08,0.13,0.33,0.02,0.14,0.04,0.12,0.05,0.03,0.01,0.02,0.00,0.10,0.10,17.25,1.06,0.05,2.78
clueweb12-0003wb-42-23485,-0.07,0.05,0.92,0.03,0.13,0.28,0.01,0.10,0.04,0.12,0.04,0.11,0.01,0.03,0.00,0.11,0.04,34.58,0.43,0.02,2.29
clueweb12-0009wb-89-05481,-0.17,0.12,0.83,0.05,0.17,0.28,0.01,0.09,0.05,0.10,0.04,0.11,0.00,0.03,0.00,0.10,0.03,25.50,0.20,0.01,2.19
clueweb12-0703wb-04-26770,0.03,0.06,0.85,0.09,0.15,0.28,0.03,0.08,0.04,0.11,0.05,0.09,0.01,0.03,0.00,0.12,0.04,21.88,0.77,0.04,2.41
clueweb12-1804wb-50-28938,0.07,0.04,0.90,0.06,0.12,0.29,0.01,0.11,0.04,0.13,0.03,0.07,0.05,0.01,0.00,0.14,0.13,26.95,1.07,0.04,2.65
clueweb12-1205wb-07-11058,0.19,0.02,0.87,0.11,0.17,0.22,0.11,0.05,0.06,0.08,0.04,0.06,0.05,0.02,0.00,0.13,0.15,40.18,0.35,0.02,2.29
clueweb12-1207wb-00-32257,0.28,0.00,0.90,0.10,0.11,0.34,0.04,0.16,0.03,0.11,0.03,0.08,0.02,0.00,0.00,0.09,0.08,15.84,0.58,0.03,2.50
clueweb12-0506wb-96-02541,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0111wb-07-09088,-0.11,0.09,0.87,0.04,0.16,0.28,0.03,0.08,0.04,0.11,0.04,0.13,0.01,0.03,0.00,0.11,0.03,26.99,0.22,0.01,2.21
clueweb12-0601wb-39-05979,-0.30,0.21,0.72,0.07,0.17,0.29,0.03,0.07,0.04,0.09,0.04,0.11,0.01,0.02,0.00,0.12,0.03,25.43,0.38,0.02,2.32
clueweb12-0200tw-75-14633,0.05,0.08,0.85,0.07,0.12,0.35,0.04,0.08,0.04,0.12,0.04,0.09,0.01,0.01,0.00,0.09,0.05,17.31,1.65,0.07,2.57
clueweb12-1000wb-89-07780,-0.07,0.06,0.91,0.04,0.14,0.30,0.02,0.09,0.03,0.14,0.02,0.09,0.05,0.02,0.00,0.10,0.08,37.17,0.43,0.01,2.21
clueweb12-0605wb-39-14626,0.02,0.08,0.81,0.10,0.17,0.34,0.02,0.10,0.04,0.10,0.04,0.06,0.01,0.02,0.00,0.10,0.08,20.98,0.65,0.02,2.37
clueweb12-1913wb-75-09461,-0.18,0.13,0.81,0.06,0.18,0.25,0.01,0.08,0.05,0.09,0.04,0.14,0.01,0.03,0.00,0.10,0.03,30.48,0.16,0.01,2.16
clueweb12-0409wb-63-13660,0.02,0.05,0.90,0.05,0.11,0.32,0.01,0.11,0.03,0.11,0.04,0.07,0.06,0.02,0.00,0.11,0.11,27.65,0.71,0.03,2.49
clueweb12-0009wb-92-30447,-0.21,0.12,0.85,0.03,0.12,0.26,0.03,0.14,0.07,0.07,0.04,0.07,0.01,0.03,0.00,0.15,0.03,32.00,0.33,0.01,2.33
clueweb12-0100wb-75-31978,0.16,0.00,0.94,0.06,0.12,0.37,0.01,0.11,0.02,0.12,0.04,0.10,0.02,0.02,0.00,0.08,0.05,15.25,1.50,0.06,2.60
clueweb12-1605wb-76-08390,-0.28,0.17,0.76,0.07,0.18,0.34,0.01,0.07,0.00,0.11,0.03,0.14,0.04,0.01,0.00,0.08,0.09,35.29,1.00,0.04,2.33
clueweb12-0207wb-65-21642,0.06,0.05,0.84,0.10,0.13,0.24,0.06,0.09,0.05,0.10,0.04,0.10,0.04,0.01,0.00,0.15,0.09,41.14,0.38,0.02,2.33
clueweb12-1712wb-29-26661,0.34,0.00,0.85,0.15,0.13,0.31,0.01,0.08,0.04,0.09,0.06,0.07,0.04,0.01,0.00,0.16,0.06,27.50,1.17,0.05,2.52
clueweb12-1515wb-55-25062,0.03,0.03,0.93,0.04,0.16,0.32,0.01,0.08,0.04,0.12,0.03,0.09,0.01,0.02,0.00,0.10,0.03,19.97,1.09,0.05,2.71
clueweb12-1200wb-85-01863,0.27,0.01,0.87,0.12,0.13,0.30,0.02,0.10,0.02,0.13,0.04,0.10,0.03,0.02,0.00,0.12,0.05,33.46,0.42,0.02,2.28
clueweb12-1004wb-45-12039,0.02,0.07,0.85,0.08,0.16,0.27,0.02,0.10,0.05,0.11,0.05,0.10,0.01,0.02,0.00,0.11,0.02,25.19,0.39,0.02,2.29
clueweb12-1607wb-17-27081,-0.12,0.10,0.86,0.05,0.18,0.25,0.06,0.08,0.05,0.12,0.03,0.10,0.01,0.02,0.00,0.10,0.02,20.75,0.16,0.01,2.16
clueweb12-0818wb-76-07533,-0.02,0.07,0.85,0.09,0.18,0.27,0.03,0.07,0.06,0.13,0.03,0.09,0.01,0.03,0.00,0.09,0.06,11.52,0.41,0.02,2.41
clueweb12-1107wb-01-27643,0.09,0.11,0.77,0.13,0.20,0.21,0.10,0.08,0.08,0.10,0.03,0.10,0.00,0.05,0.00,0.05,0.01,30.33,0.19,0.01,2.15
clueweb12-1115wb-58-15605,0.02,0.06,0.88,0.06,0.21,0.31,0.06,0.04,0.04,0.11,0.04,0.12,0.00,0.01,0.00,0.08,0.09,28.13,0.92,0.04,2.67
clueweb12-1215wb-97-30590,0.06,0.09,0.84,0.07,0.23,0.17,0.11,0.11,0.06,0.10,0.02,0.06,0.02,0.04,0.00,0.06,0.03,28.44,0.27,0.01,2.27
clueweb12-0011wb-20-01302,0.09,0.05,0.88,0.07,0.15,0.32,0.02,0.09,0.03,0.11,0.03,0.09,0.02,0.03,0.00,0.11,0.10,24.56,1.15,0.04,2.59
clueweb12-0201wb-83-00139,0.01,0.01,0.98,0.01,0.14,0.31,0.01,0.08,0.02,0.13,0.04,0.08,0.05,0.03,0.00,0.11,0.13,30.28,1.05,0.04,2.36
clueweb12-0909wb-35-00843,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0805wb-76-02385,0.21,0.00,0.88,0.12,0.18,0.22,0.07,0.08,0.08,0.06,0.02,0.11,0.00,0.03,0.00,0.15,0.03,52.33,0.17,0.01,2.17
clueweb12-1307wb-31-00706,-0.08,0.07,0.90,0.03,0.14,0.29,0.04,0.10,0.03,0.09,0.06,0.09,0.02,0.01,0.00,0.13,0.10,27.97,0.52,0.03,2.33
clueweb12-0211wb-09-29960,0.55,0.00,0.83,0.17,0.16,0.30,0.08,0.12,0.02,0.04,0.06,0.06,0.00,0.06,0.00,0.10,0.02,51.00,1.50,0.06,3.00
clueweb12-0807wb-32-12892,0.03,0.07,0.84,0.09,0.17,0.27,0.08,0.08,0.04,0.09,0.05,0.05,0.01,0.02,0.00,0.14,0.04,12.90,0.07,0.00,2.07
clueweb12-0000wb-90-34724,-0.03,0.04,0.92,0.04,0.17,0.29,0.04,0.08,0.05,0.11,0.03,0.09,0.03,0.01,0.00,0.11,0.03,41.57,0.46,0.02,2.31
clueweb12-0804wb-75-01574,0.24,0.02,0.90,0.08,0.18,0.24,0.06,0.06,0.08,0.13,0.03,0.10,0.00,0.04,0.00,0.09,0.03,20.29,0.83,0.02,2.67
clueweb12-1609wb-55-30521,-0.11,0.15,0.75,0.10,0.19,0.23,0.07,0.10,0.06,0.11,0.03,0.09,0.00,0.04,0.00,0.09,0.03,26.55,0.14,0.01,2.14
clueweb12-0607wb-85-16672,0.06,0.09,0.79,0.12,0.19,0.22,0.06,0.08,0.07,0.10,0.03,0.08,0.01,0.04,0.00,0.11,0.04,45.78,0.24,0.01,2.19
clueweb12-0609wb-61-01154,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0104wb-97-26214,-0.02,0.06,0.88,0.06,0.16,0.32,0.01,0.09,0.03,0.11,0.04,0.12,0.01,0.02,0.00,0.09,0.06,18.04,0.50,0.02,2.31
clueweb12-1908wb-90-28633,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0002wb-02-30640,-0.09,0.10,0.84,0.07,0.14,0.30,0.04,0.08,0.04,0.13,0.03,0.10,0.01,0.02,0.00,0.11,0.03,32.14,0.40,0.02,2.38
clueweb12-0915wb-99-28416,-0.14,0.12,0.80,0.09,0.18,0.25,0.08,0.05,0.05,0.08,0.05,0.09,0.01,0.03,0.00,0.14,0.06,42.10,0.50,0.03,2.50
clueweb12-1102wb-27-15745,0.23,0.03,0.77,0.19,0.18,0.25,0.09,0.08,0.07,0.08,0.04,0.07,0.02,0.03,0.00,0.10,0.07,32.29,0.29,0.02,2.23
clueweb12-1508wb-54-11954,0.09,0.05,0.87,0.09,0.13,0.30,0.01,0.12,0.02,0.09,0.05,0.12,0.00,0.03,0.00,0.13,0.08,15.21,0.50,0.02,2.29
clueweb12-0305wb-28-02761,0.16,0.04,0.86,0.10,0.09,0.29,0.00,0.14,0.02,0.14,0.03,0.10,0.04,0.02,0.00,0.13,0.05,31.00,0.38,0.01,2.38
clueweb12-1503wb-97-13015,0.05,0.09,0.78,0.13,0.18,0.23,0.09,0.08,0.06,0.08,0.04,0.07,0.03,0.02,0.00,0.12,0.07,37.29,0.20,0.01,2.16
clueweb12-1716wb-49-08319,-0.04,0.05,0.90,0.04,0.11,0.29,0.00,0.16,0.06,0.10,0.03,0.09,0.05,0.01,0.00,0.10,0.10,27.82,0.38,0.02,2.29
clueweb12-0909wb-62-03831,-0.07,0.09,0.84,0.07,0.16,0.30,0.02,0.11,0.04,0.12,0.03,0.08,0.01,0.02,0.00,0.12,0.05,20.84,0.55,0.03,2.42
clueweb12-1305wb-08-21901,0.09,0.03,0.90,0.07,0.18,0.24,0.02,0.09,0.05,0.09,0.03,0.12,0.01,0.03,0.00,0.14,0.04,31.85,0.31,0.02,2.31
clueweb12-0409wb-09-10069,0.01,0.05,0.90,0.05,0.15,0.27,0.02,0.12,0.07,0.10,0.05,0.09,0.02,0.02,0.00,0.09,0.06,18.02,0.60,0.01,2.41
