filename,lm_clef15_vhard,lm_clef15_hard,lm_clef15_easy,lm_clef15_veasy
clueweb12-1513wb-74-20854,-1039.185,-992.880,-1041.132,-1093.448
clueweb12-0403wb-32-12367,-2609.592,-2550.172,-2586.931,-2624.154
clueweb12-1215wb-70-27606,-1728.320,-1655.042,-1705.065,-1765.494
clueweb12-1405wb-26-16177,-124819.961,-120505.578,-122287.430,-124543.336
clueweb12-1106wb-83-11615,0.000,0.000,0.000,0.000
clueweb12-0012wb-68-16536,-3960.858,-3836.404,-3904.365,-3917.597
clueweb12-0012wb-09-03082,-1336.760,-1301.090,-1330.113,-1357.631
clueweb12-0206wb-02-28110,-11362.103,-10763.705,-11011.649,-11304.562
clueweb12-0308wb-65-28326,-10194.526,-9247.018,-8574.010,-8385.220
clueweb12-1205wb-61-18097,-837.448,-787.962,-785.213,-796.096
clueweb12-0012wb-03-09283,-442.285,-427.363,-422.490,-410.183
clueweb12-0109wb-57-24402,-23087.031,-23383.703,-24244.281,-24290.332
clueweb12-0608wb-44-12960,-1650.344,-1582.201,-1612.107,-1589.606
clueweb12-1006wb-56-22756,-10762.247,-10369.314,-10390.014,-10336.076
clueweb12-0101wb-80-08133,-3765.513,-3491.700,-3400.498,-3408.309
clueweb12-0308wb-94-06201,-872.881,-837.479,-830.532,-844.057
clueweb12-0205wb-67-18637,-975.518,-939.016,-917.130,-921.429
clueweb12-0512wb-57-13931,-33224.605,-32345.654,-33290.426,-34154.051
clueweb12-1216wb-41-10599,-2751.687,-2669.273,-2717.667,-2698.210
clueweb12-1207wb-19-06498,-1342.111,-1307.841,-1308.197,-1291.684
clueweb12-0209wb-32-03518,-2456.907,-2363.227,-2363.074,-2388.169
clueweb12-1716wb-91-17045,-699.782,-694.465,-701.902,-691.956
clueweb12-0715wb-03-21704,-11505.288,-10951.317,-10632.444,-10537.261
clueweb12-1905wb-83-24529,0.000,0.000,0.000,0.000
clueweb12-0200wb-71-30497,-205.312,-190.591,-207.255,-205.943
clueweb12-0706wb-23-01426,-2048.494,-1941.440,-1958.193,-1972.704
clueweb12-1102wb-50-26843,-2203.937,-2150.841,-2181.163,-2201.999
clueweb12-0201wb-90-25416,-2441.754,-2405.149,-2458.981,-2446.900
clueweb12-0400wb-47-31544,-3680.622,-3555.311,-3507.538,-3464.490
clueweb12-0200tw-88-20222,-5832.591,-5475.134,-5369.503,-5406.492
clueweb12-0607wb-02-19838,-10610.892,-10346.156,-10495.530,-10677.879
clueweb12-0112wb-03-27606,-4492.102,-4348.801,-4481.216,-4485.441
clueweb12-1503wb-10-32023,-5198.372,-5086.913,-5167.976,-5207.224
clueweb12-0500wb-62-33509,-1488.547,-1445.650,-1497.074,-1499.367
clueweb12-1307wb-90-09699,-162.351,-152.422,-139.377,-136.313
clueweb12-0808wb-32-06069,-1121.050,-1091.122,-1100.498,-1099.692
clueweb12-1000tw-54-12686,-383.645,-373.416,-365.019,-357.106
clueweb12-1704wb-19-28405,-1055.256,-1032.007,-1025.130,-1027.957
clueweb12-1100wb-44-13015,-15209.126,-14656.651,-14607.870,-14806.120
clueweb12-0300tw-65-10574,-121.180,-78.507,-120.938,-80.163
clueweb12-0306wb-36-30638,-8286.916,-8014.215,-8121.323,-8428.834
clueweb12-0211wb-11-11247,-311.139,-296.366,-308.582,-315.026
clueweb12-0402wb-40-25263,-29308.332,-29219.590,-29852.570,-30126.023
clueweb12-0919wb-18-11358,-2870.580,-2727.489,-2720.068,-2692.172
clueweb12-1105wb-98-20077,-17360.270,-16827.137,-16684.277,-16645.078
clueweb12-0204wb-42-30559,-737.038,-720.144,-745.292,-749.246
clueweb12-0012wb-82-05927,-368.896,-346.327,-327.564,-335.394
clueweb12-0300wb-99-02804,0.000,0.000,0.000,0.000
clueweb12-0406wb-79-03421,-16384.727,-15396.746,-15188.376,-15369.670
clueweb12-1020wb-26-13589,-21136.398,-20323.434,-20612.574,-20800.602
clueweb12-1101wb-48-10339,-179.452,-169.599,-173.080,-178.216
clueweb12-1605wb-00-32465,-476.353,-462.972,-468.633,-465.382
clueweb12-0110wb-89-29731,0.000,0.000,0.000,0.000
clueweb12-1106wb-87-16052,-21815.967,-20999.920,-20966.980,-20824.348
clueweb12-0311wb-03-02160,-12357.294,-12716.870,-13234.194,-13382.638
clueweb12-0112wb-12-28613,-2190.561,-2076.260,-2049.720,-2043.468
clueweb12-0909wb-36-24860,-47058.305,-46368.723,-46684.422,-46215.219
clueweb12-1714wb-47-19472,0.000,0.000,0.000,0.000
clueweb12-1118wb-25-02395,-1076.610,-1027.681,-1013.704,-993.914
clueweb12-0805wb-76-02385,-266.716,-257.369,-257.877,-255.691
clueweb12-1513wb-80-26525,-20621.039,-20701.658,-21263.791,-21278.924
clueweb12-1903wb-04-08189,-35238.742,-34242.340,-33785.258,-33125.988
clueweb12-0002wb-70-20285,-7860.926,-7540.218,-7740.129,-7941.103
clueweb12-0203wb-32-15056,-1547.878,-1495.009,-1531.448,-1556.891
clueweb12-1312wb-14-13251,0.000,0.000,0.000,0.000
clueweb12-1402wb-07-05837,-1852.216,-1754.486,-1790.041,-1862.620
clueweb12-1407wb-70-09872,-26535.928,-27847.783,-29098.230,-29189.682
clueweb12-1305wb-08-21901,-2673.115,-2547.045,-2643.710,-2641.112
clueweb12-1413wb-37-04784,-3602.897,-3617.106,-3752.734,-3828.940
clueweb12-0008wb-51-05361,-5905.256,-6011.747,-6320.077,-6388.996
clueweb12-0304wb-05-20623,-54413.934,-52999.965,-52304.832,-51290.527
clueweb12-0205wb-84-07157,-2143.003,-2070.677,-2093.677,-2110.975
clueweb12-0201wb-27-16786,-1871.754,-1778.297,-1740.894,-1741.627
clueweb12-0309wb-08-27247,-813.803,-839.101,-863.119,-879.418
clueweb12-1011wb-98-29890,-1511.482,-1447.824,-1453.346,-1473.187
clueweb12-0208wb-42-23453,-1187.312,-1139.312,-1140.485,-1189.448
clueweb12-1308wb-17-08809,0.000,0.000,0.000,0.000
clueweb12-1005wb-92-21998,-1109.969,-1080.465,-1115.327,-1149.399
clueweb12-0307wb-61-18007,-315.241,-296.707,-286.785,-285.142
clueweb12-0307wb-18-19107,-2368.089,-2416.483,-2484.732,-2501.979
clueweb12-0705wb-24-12677,-17403.764,-16657.209,-16111.688,-15917.383
clueweb12-0001wb-07-03219,-2113.083,-2071.771,-2080.095,-2098.110
clueweb12-1509wb-79-09663,0.000,0.000,0.000,0.000
clueweb12-0704wb-93-22444,-430.220,-410.626,-389.186,-384.425
clueweb12-1616wb-95-23120,-4002.457,-3900.562,-3839.383,-3837.463
clueweb12-1601wb-14-12873,-1488.223,-1419.931,-1397.879,-1394.616
clueweb12-0106wb-25-03822,-335.067,-321.770,-324.905,-321.741
clueweb12-0102wb-65-16693,-4722.512,-4595.235,-4666.846,-4699.390
clueweb12-0301tw-40-00655,-736.346,-715.738,-727.174,-706.078
clueweb12-1403wb-51-00917,-1487.169,-1439.483,-1449.147,-1422.292
clueweb12-0508wb-68-28605,-6296.156,-6148.257,-6204.813,-6246.148
clueweb12-0206wb-44-31495,-3644.636,-3531.784,-3511.810,-3505.698
clueweb12-0203wb-09-01736,-729.876,-715.356,-734.834,-735.700
clueweb12-1908wb-53-04152,-282.222,-277.450,-266.490,-271.202
clueweb12-0112wb-20-09974,-4272.368,-4209.050,-4299.056,-4397.398
clueweb12-0706wb-32-28407,-1419.973,-1435.913,-1472.455,-1457.188
clueweb12-0303wb-41-01649,-956.367,-962.567,-979.879,-983.541
clueweb12-1713wb-92-18439,-2191.584,-2209.170,-2295.791,-2371.424
clueweb12-0205wb-98-28706,0.000,0.000,0.000,0.000
clueweb12-0208wb-00-16248,-403.773,-417.111,-420.293,-434.350
clueweb12-0005wb-65-04731,-171.260,-171.750,-177.416,-173.923
clueweb12-1712wb-84-07804,-1047.478,-1006.599,-1036.094,-1021.187
clueweb12-1512wb-88-26167,-29560.439,-28968.670,-29226.371,-29085.764
clueweb12-0202wb-25-30796,-7990.769,-7767.776,-7988.718,-8100.385
clueweb12-1712wb-47-13811,-8878.482,-9134.915,-9390.495,-9614.580
clueweb12-0306wb-33-06050,-747.692,-734.149,-750.151,-751.863
clueweb12-0813wb-46-12013,0.000,0.000,0.000,0.000
clueweb12-0201wb-25-00069,0.000,0.000,0.000,0.000
clueweb12-0604wb-54-05924,-418.757,-408.872,-395.359,-388.898
clueweb12-0001wb-15-10347,-453.590,-437.191,-430.785,-433.860
clueweb12-0704wb-33-05227,-1330.129,-1338.905,-1396.197,-1414.346
clueweb12-1115wb-12-29602,-2663.104,-2651.153,-2679.541,-2671.972
clueweb12-0302wb-48-22285,-1589.948,-1464.567,-1403.660,-1389.272
clueweb12-1404wb-76-18206,-5082.930,-5197.402,-5399.003,-5475.261
clueweb12-0208wb-76-03363,-255.821,-251.392,-244.054,-245.603
clueweb12-1512wb-65-30633,0.000,0.000,0.000,0.000
clueweb12-0112wb-36-02402,-16500.264,-16349.190,-16694.971,-16980.670
clueweb12-0004wb-79-25274,-31984.418,-32166.764,-33073.418,-33437.719
clueweb12-0008wb-13-13168,-9961.908,-9955.548,-10207.032,-10141.591
clueweb12-0502wb-07-12971,-1262.593,-1240.153,-1269.236,-1270.262
clueweb12-1011wb-40-13203,-136.408,-120.275,-125.827,-113.227
clueweb12-1310wb-42-17569,-2830.141,-2761.292,-2791.993,-2761.723
clueweb12-0211wb-08-22974,-353.629,-339.616,-350.397,-358.505
clueweb12-0008wb-85-09120,-1185.604,-1147.706,-1169.167,-1161.760
clueweb12-1502wb-39-04522,-9760.198,-9307.707,-9408.005,-9675.932
clueweb12-0111wb-78-23007,-1174.178,-1141.757,-1131.842,-1127.327
clueweb12-0308wb-95-14920,-1578.878,-1475.114,-1487.468,-1571.679
clueweb12-0403wb-76-22435,-4466.994,-4420.257,-4514.260,-4613.521
clueweb12-1000wb-02-22813,-1599.387,-1582.221,-1620.596,-1630.252
clueweb12-1201wb-07-08881,-7987.813,-7802.566,-7724.460,-7592.754
clueweb12-1411wb-49-12953,-8588.126,-8179.397,-7841.812,-7701.371
clueweb12-1415wb-04-13967,0.000,0.000,0.000,0.000
clueweb12-0210wb-60-25815,-166.723,-150.148,-148.028,-129.532
clueweb12-1901wb-46-18722,-1128.316,-1086.866,-1061.470,-1066.675
clueweb12-1911wb-14-18522,-2321.832,-2226.241,-2207.086,-2188.812
clueweb12-1314wb-08-00850,-8836.670,-8499.683,-8478.129,-8491.462
clueweb12-0203wb-63-17422,-1313.519,-1249.943,-1247.435,-1256.736
clueweb12-0205wb-14-10857,-3143.942,-3058.753,-3109.948,-3085.937
clueweb12-0915wb-33-27287,-668.564,-650.974,-667.443,-661.308
clueweb12-0000wb-38-22106,-9334.960,-8977.778,-8957.254,-8858.207
clueweb12-0500wb-59-21858,-632.228,-617.033,-634.444,-640.937
clueweb12-0209wb-13-17589,-12998.011,-12664.257,-12797.253,-12919.678
clueweb12-0204wb-72-25156,-426.950,-403.651,-393.684,-382.898
clueweb12-1807wb-29-32408,-1667.466,-1640.975,-1731.577,-1770.269
clueweb12-0500wb-94-31680,-366.975,-368.387,-377.940,-383.245
clueweb12-1116wb-15-13339,0.000,0.000,0.000,0.000
clueweb12-1809wb-88-35511,-826.862,-806.318,-796.492,-799.535
clueweb12-0800wb-06-14322,0.000,0.000,0.000,0.000
clueweb12-0306wb-20-21662,-6261.198,-6336.147,-6662.471,-6819.678
clueweb12-1814wb-67-17978,-7375.001,-7249.563,-7440.151,-7438.063
clueweb12-1214wb-07-15013,0.000,0.000,0.000,0.000
clueweb12-0407wb-81-31712,-483.403,-485.326,-500.730,-494.029
clueweb12-1008wb-99-07699,-986.153,-1015.807,-1048.103,-1059.671
clueweb12-0100wb-50-13477,-1408.247,-1354.045,-1358.516,-1376.439
clueweb12-0503wb-46-11388,0.000,0.000,0.000,0.000
clueweb12-1216wb-77-00804,-2096.615,-2020.650,-2028.312,-2062.823
clueweb12-0210wb-45-27922,-7266.500,-7347.624,-7666.444,-7764.008
clueweb12-0104wb-63-08169,-1656.237,-1594.978,-1609.667,-1626.191
clueweb12-1614wb-76-01232,0.000,0.000,0.000,0.000
clueweb12-1809wb-12-24143,-1798.344,-1753.037,-1789.765,-1828.765
clueweb12-1005wb-19-04613,-111.566,-105.619,-107.504,-108.607
clueweb12-1506wb-23-06447,-6557.323,-6485.930,-6643.910,-6825.237
clueweb12-1108wb-05-05121,-9337.141,-9112.753,-9228.381,-9153.116
clueweb12-1201wb-41-20220,-2333.254,-2334.408,-2374.954,-2401.537
clueweb12-0606wb-64-29864,-20485.293,-20027.342,-20742.674,-20713.455
clueweb12-0704wb-37-29039,-1323.278,-1279.699,-1287.497,-1311.322
clueweb12-0208wb-39-23940,-1542.030,-1498.535,-1518.139,-1550.520
clueweb12-1208wb-68-16441,-1418.130,-1407.309,-1426.064,-1450.783
clueweb12-1310wb-65-04900,-4096.546,-4030.059,-4091.052,-4059.663
clueweb12-0202wb-46-21735,-18381.254,-18754.188,-19679.256,-20234.447
clueweb12-0112wb-65-02524,-5371.715,-5243.082,-5308.375,-5473.554
clueweb12-0010wb-73-35030,-1036.319,-996.408,-1025.924,-1063.711
clueweb12-0813wb-46-21143,0.000,0.000,0.000,0.000
clueweb12-0311wb-60-02520,0.000,0.000,0.000,0.000
clueweb12-0703wb-31-20648,-1543.444,-1486.295,-1494.950,-1441.295
clueweb12-1206wb-94-14786,-13849.106,-13609.660,-13769.958,-13841.261
clueweb12-0714wb-98-24161,0.000,0.000,0.000,0.000
clueweb12-0109wb-48-28022,-1025.730,-987.988,-981.543,-985.290
clueweb12-1314wb-42-24998,0.000,0.000,0.000,0.000
clueweb12-0108wb-60-31625,-1882.142,-1829.977,-1851.244,-1841.162
clueweb12-1905wb-36-10193,-10416.481,-10091.046,-10265.850,-10384.328
clueweb12-0202wb-54-08386,-163.948,-160.053,-155.411,-153.467
clueweb12-0102wb-27-00658,-2337.725,-2323.591,-2346.371,-2353.411
clueweb12-0411wb-87-02909,-467.297,-439.962,-425.413,-427.217
clueweb12-1100wb-76-09371,-10745.714,-10610.808,-10590.864,-10561.910
clueweb12-0400wb-76-02782,-57459.180,-55983.855,-56151.871,-56180.523
clueweb12-0411wb-53-10737,-604.311,-593.218,-610.249,-603.428
clueweb12-1615wb-11-21047,-1664.347,-1669.195,-1683.080,-1595.468
clueweb12-1911wb-29-11002,-25163.211,-24754.842,-25185.334,-25261.180
clueweb12-1505wb-53-00565,-868.875,-840.656,-814.626,-802.176
clueweb12-1612wb-96-22024,-29452.135,-28087.555,-27046.092,-26899.049
clueweb12-1800wb-80-13343,-226.631,-220.248,-224.191,-225.162
clueweb12-1008wb-61-09231,-1761.186,-1739.961,-1810.607,-1838.372
clueweb12-0904wb-69-21044,-18594.252,-17941.787,-17668.809,-17558.295
clueweb12-0109wb-14-18806,-76279.578,-72785.656,-71933.602,-71497.414
clueweb12-1503wb-08-15519,0.000,0.000,0.000,0.000
clueweb12-0107wb-62-30947,-3598.621,-3586.984,-3661.715,-3711.024
clueweb12-0108wb-13-32176,-3497.573,-3484.331,-3626.159,-3619.431
clueweb12-1113wb-05-16196,-4043.010,-3960.181,-4001.148,-4048.087
clueweb12-1714wb-53-00070,0.000,0.000,0.000,0.000
clueweb12-0410wb-50-19767,-1298.011,-1241.096,-1240.510,-1227.874
clueweb12-0112wb-54-26186,-2221.444,-2129.431,-2190.256,-2271.267
clueweb12-0713wb-74-15958,0.000,0.000,0.000,0.000
clueweb12-1112wb-74-15292,0.000,0.000,0.000,0.000
clueweb12-1912wb-84-01930,-2045.243,-2061.046,-2166.415,-2191.578
clueweb12-1904wb-53-11497,-7072.210,-7030.616,-7275.191,-7305.147
clueweb12-0301wb-08-06580,-10532.352,-10204.133,-10554.202,-10695.129
clueweb12-0913wb-10-22715,-4136.704,-3917.245,-4133.242,-4221.907
clueweb12-0109wb-94-18578,-2764.213,-2650.487,-2660.976,-2715.107
clueweb12-0109wb-11-29718,0.000,0.000,0.000,0.000
clueweb12-1504wb-73-13470,-169.988,-202.058,-195.492,-163.836
clueweb12-0813wb-86-23873,-1090.086,-1128.615,-1154.033,-1166.273
clueweb12-0100wb-86-15824,-22413.775,-21544.059,-21181.787,-21339.357
clueweb12-1617wb-03-14895,-1366.171,-1278.122,-1289.441,-1315.632
clueweb12-1206wb-75-07408,-107123.031,-102093.242,-99165.133,-97486.594
clueweb12-1810wb-98-31451,-434.608,-426.844,-438.718,-440.527
clueweb12-0706wb-05-05797,0.000,0.000,0.000,0.000
clueweb12-1110wb-35-04801,-1623.898,-1579.606,-1590.830,-1612.517
clueweb12-0103wb-64-23193,-1422.275,-1396.456,-1425.615,-1442.694
clueweb12-0003wb-08-14872,-1573.633,-1478.686,-1466.158,-1499.536
clueweb12-1003wb-73-00280,-1281.467,-1201.265,-1174.201,-1191.389
clueweb12-0500wb-90-12764,-2350.067,-2231.426,-2290.621,-2344.687
clueweb12-0201wb-36-07946,-694.746,-615.248,-606.012,-616.630
clueweb12-0106wb-85-06667,-258.922,-244.823,-248.555,-243.927
clueweb12-1607wb-89-15530,-22394.732,-21225.480,-21423.285,-21560.568
clueweb12-1218wb-03-15112,-767.951,-747.558,-752.880,-774.749
clueweb12-1614wb-06-27419,0.000,0.000,0.000,0.000
clueweb12-0817wb-47-03978,0.000,0.000,0.000,0.000
clueweb12-0919wb-19-08666,-1799.691,-1751.671,-1718.710,-1686.466
clueweb12-1511wb-23-26294,-22376.348,-22020.732,-22301.049,-22107.658
clueweb12-0111wb-71-29814,-271.660,-266.236,-273.681,-268.801
clueweb12-1204wb-03-28888,-2929.346,-2803.437,-2827.141,-2793.014
clueweb12-0103wb-48-02905,-1792.765,-1761.423,-1803.118,-1803.676
clueweb12-0002wb-56-31679,-4859.878,-4689.013,-4815.219,-4971.065
clueweb12-1405wb-65-25503,-8106.458,-7922.267,-8109.261,-8131.651
clueweb12-0300tw-89-17189,-781.260,-762.244,-767.562,-742.205
clueweb12-0405wb-44-11577,-641.900,-622.168,-616.109,-607.467
clueweb12-1200tw-90-14017,-5065.264,-4752.533,-4812.309,-4981.979
clueweb12-1800tw-44-10929,-1847.206,-1768.676,-1675.783,-1638.472
clueweb12-0705wb-39-05070,0.000,0.000,0.000,0.000
clueweb12-0607wb-10-12657,-866.164,-852.632,-850.502,-852.440
clueweb12-1909wb-13-12824,-1159.568,-1157.088,-1189.199,-1190.640
clueweb12-0815wb-47-26585,0.000,0.000,0.000,0.000
clueweb12-0404wb-10-08086,-175012.406,-178422.750,-184543.344,-186898.766
clueweb12-0010wb-74-03500,-3141.505,-3008.216,-2994.443,-3014.916
clueweb12-1504wb-15-18895,-772.477,-778.256,-797.065,-805.782
clueweb12-0105wb-38-32391,-333.893,-324.426,-332.743,-340.279
clueweb12-0204wb-05-21426,-665.897,-662.843,-655.940,-645.349
clueweb12-1310wb-93-02917,-1239.540,-1212.850,-1191.117,-1174.887
clueweb12-0112wb-31-33482,-1375.155,-1338.782,-1346.017,-1321.579
clueweb12-1401wb-64-34346,0.000,0.000,0.000,0.000
clueweb12-0611wb-35-21837,-1284.366,-1206.605,-1237.510,-1259.604
clueweb12-0507wb-01-12434,-17854.832,-17158.908,-17327.178,-17378.912
clueweb12-0301wb-92-13413,-228.360,-217.348,-225.271,-220.053
clueweb12-0919wb-15-24378,-516.475,-489.852,-477.240,-472.738
clueweb12-1300tw-16-07064,-1632.775,-1588.824,-1557.321,-1515.163
clueweb12-1013wb-90-15464,-704.624,-687.794,-735.841,-738.456
clueweb12-0806wb-95-18054,0.000,0.000,0.000,0.000
clueweb12-1104wb-85-28903,0.000,0.000,0.000,0.000
clueweb12-1507wb-78-17760,-5438.326,-5254.230,-5264.477,-5381.493
clueweb12-0011wb-14-27435,-354.382,-349.287,-352.330,-355.690
clueweb12-0203wb-88-22100,-2358.724,-2178.895,-2169.257,-2238.418
clueweb12-1912wb-62-32428,-2675.643,-2668.058,-2712.168,-2781.414
clueweb12-1617wb-31-08103,-3644.441,-3463.433,-3489.087,-3660.903
clueweb12-0411wb-40-29889,-2045.944,-1943.356,-1976.728,-2023.943
clueweb12-1004wb-27-07790,-269.912,-266.167,-269.116,-273.016
clueweb12-0606wb-92-21673,-3680.005,-3717.406,-3782.010,-3829.262
clueweb12-0606wb-20-16994,-2539.089,-2404.191,-2477.406,-2519.936
clueweb12-0916wb-65-20741,0.000,0.000,0.000,0.000
clueweb12-0704wb-24-14788,-3702.907,-3597.495,-3636.458,-3718.836
clueweb12-0000wb-55-15473,-13035.365,-12813.659,-13111.206,-13517.028
clueweb12-1315wb-08-30946,-1516.428,-1465.605,-1471.741,-1462.974
clueweb12-0109wb-97-12786,-8595.452,-8323.081,-8319.275,-8283.602
clueweb12-1100wb-44-14037,0.000,0.000,0.000,0.000
clueweb12-0202wb-47-27448,-10649.771,-10360.998,-10370.396,-10351.039
clueweb12-1913wb-52-09813,-202.368,-187.431,-168.734,-174.896
clueweb12-1207wb-31-17450,0.000,0.000,0.000,0.000
clueweb12-0303wb-14-02968,0.000,0.000,0.000,0.000
clueweb12-1406wb-70-10158,-509.299,-488.198,-490.553,-474.388
clueweb12-0207wb-01-24195,-4236.782,-4016.021,-3984.547,-3920.771
clueweb12-0308wb-89-03609,0.000,0.000,0.000,0.000
clueweb12-1201wb-02-22105,-4176.340,-4071.332,-4054.398,-4034.775
clueweb12-0610wb-25-11798,-621.642,-608.771,-617.089,-624.072
clueweb12-0807wb-91-01074,-1522.708,-1512.941,-1549.570,-1621.164
clueweb12-0917wb-92-06931,-258.027,-252.233,-236.688,-239.025
clueweb12-1617wb-12-08516,-1251.151,-1251.904,-1296.544,-1328.633
clueweb12-1304wb-05-13458,-1312.892,-1269.849,-1276.361,-1273.692
clueweb12-0203wb-40-14945,-1832.203,-1758.567,-1814.008,-1835.364
clueweb12-0007wb-66-09355,-2860.563,-2828.238,-2912.013,-2938.448
clueweb12-1304wb-99-01767,-2504.292,-2296.561,-2440.859,-2499.188
clueweb12-0305wb-26-26570,-1585.015,-1510.516,-1511.094,-1533.604
clueweb12-0202wb-27-27460,-12062.714,-11680.540,-11810.615,-11841.129
clueweb12-0500tw-07-22484,0.000,0.000,0.000,0.000
clueweb12-1706wb-32-28224,-1973.322,-1904.350,-1919.895,-1936.934
clueweb12-1115wb-17-04824,-1038.118,-1005.045,-1027.097,-1017.919
clueweb12-1611wb-65-13120,-3654.130,-3533.756,-3548.433,-3619.781
clueweb12-0812wb-86-28868,-11682.823,-11409.046,-11556.562,-11591.162
clueweb12-1311wb-77-29876,-6541.391,-6298.850,-6324.774,-6506.419
clueweb12-0011wb-15-19118,-739.411,-724.255,-745.810,-753.395
clueweb12-0800tw-73-25855,-425.586,-408.171,-395.908,-396.192
clueweb12-0010wb-03-03500,-433.574,-419.432,-423.453,-419.034
clueweb12-0103wb-34-08224,-982.553,-940.604,-930.508,-969.892
clueweb12-0209wb-10-11617,-17461.617,-16767.523,-16403.074,-16289.487
clueweb12-0714wb-18-18587,-2809.993,-2664.212,-2660.394,-2710.599
clueweb12-1415wb-93-27907,-1852.226,-1772.979,-1845.797,-1852.197
clueweb12-1215wb-26-33547,-4947.382,-4793.480,-4850.856,-4800.992
clueweb12-0207wb-39-04182,-1871.081,-1821.992,-1820.517,-1854.048
clueweb12-1715wb-70-23289,-10051.650,-10229.917,-10655.276,-10805.177
clueweb12-0713wb-25-16791,-901.775,-863.319,-871.524,-880.963
clueweb12-0304wb-82-01428,0.000,0.000,0.000,0.000
clueweb12-1100tw-99-10384,-1732.741,-1712.012,-1701.946,-1709.239
clueweb12-0610wb-61-07482,-11178.211,-10820.825,-10913.899,-10768.638
clueweb12-0609wb-71-08760,-2834.261,-2663.128,-2649.420,-2679.506
clueweb12-1115wb-77-07003,-16571.822,-16241.600,-16625.111,-16688.188
clueweb12-0007wb-16-24899,-706.169,-659.982,-619.464,-617.660
clueweb12-1710wb-84-07691,-1081.973,-1049.499,-1056.832,-1047.734
clueweb12-1803wb-69-12785,-2962.229,-2797.902,-2775.517,-2790.700
clueweb12-0000wb-30-23665,-114.994,-115.719,-113.527,-110.181
clueweb12-0603wb-38-24171,-3852.098,-3759.092,-3804.238,-3854.363
clueweb12-0405wb-32-14365,-1418.537,-1339.766,-1350.906,-1415.118
clueweb12-1702wb-08-03639,-2987.958,-2747.653,-2754.083,-2822.811
clueweb12-1616wb-61-08039,-1535.717,-1486.866,-1473.652,-1483.158
clueweb12-0212wb-26-34580,0.000,0.000,0.000,0.000
clueweb12-0005wb-19-32950,-2891.147,-2721.231,-2736.073,-2791.529
clueweb12-0602wb-73-12605,-910.104,-774.566,-791.231,-767.254
clueweb12-1205wb-13-01668,-138.425,-142.286,-148.606,-151.191
clueweb12-0304wb-61-01513,-182052.781,-177530.609,-178714.297,-177880.672
clueweb12-1102wb-44-09077,-6587.833,-6367.127,-6543.472,-6675.566
clueweb12-1109wb-46-09650,-1266.517,-1237.290,-1235.551,-1223.960
clueweb12-0106wb-38-21952,-829.348,-810.763,-811.264,-817.169
clueweb12-1415wb-50-31357,-1520.931,-1455.593,-1473.119,-1500.763
clueweb12-1211wb-50-17667,-7227.978,-7128.380,-7166.734,-7084.707
clueweb12-0107wb-56-09795,-2141.701,-2060.327,-2098.075,-2127.816
clueweb12-0100wb-49-13503,-629.076,-602.393,-614.216,-624.793
clueweb12-1905wb-31-11318,-11194.327,-10989.514,-11244.773,-11264.401
clueweb12-0404wb-32-27739,-303.868,-301.153,-313.527,-307.454
clueweb12-1807wb-92-05353,-1708.517,-1661.854,-1635.901,-1667.809
clueweb12-0612wb-55-29283,0.000,0.000,0.000,0.000
clueweb12-1213wb-05-23055,-1400.943,-1388.979,-1440.243,-1474.742
clueweb12-0203wb-99-20891,-3150.727,-3022.519,-2985.461,-2961.716
clueweb12-1400wb-62-30917,-1234.020,-1210.157,-1202.349,-1199.857
clueweb12-1510wb-46-25731,-2666.743,-2690.214,-2797.982,-2793.426
clueweb12-0303wb-53-32190,-251.226,-239.716,-244.300,-238.737
clueweb12-0713wb-08-12959,0.000,0.000,0.000,0.000
clueweb12-1910wb-28-20617,-1858.476,-1724.011,-1693.988,-1707.116
clueweb12-0408wb-17-31811,-4403.854,-4347.276,-4453.468,-4510.499
clueweb12-1308wb-32-34000,-61225.387,-60569.680,-60618.504,-59799.547
clueweb12-0405wb-56-15931,-554.629,-538.768,-525.119,-505.932
clueweb12-0204wb-95-24548,-1664.221,-1554.030,-1541.013,-1541.131
clueweb12-1716wb-51-08813,-10677.830,-10862.546,-11135.909,-11345.112
clueweb12-1414wb-58-28354,-8972.392,-8864.116,-9137.971,-9340.177
clueweb12-1714wb-45-01754,-3124.019,-3143.933,-3232.590,-3313.748
clueweb12-0701wb-71-23300,-3074.558,-2955.482,-2994.170,-3105.051
clueweb12-1107wb-73-26897,0.000,0.000,0.000,0.000
clueweb12-1117wb-13-17576,-1430.850,-1337.603,-1340.594,-1349.003
clueweb12-0605wb-25-26357,-3798.618,-3792.875,-3946.681,-4018.835
clueweb12-1506wb-32-01387,-204.405,-191.966,-181.832,-178.095
clueweb12-0000tw-36-00283,-33130.629,-32018.520,-32167.271,-32310.314
clueweb12-0204wb-75-07368,-2162.286,-2050.508,-2081.850,-2116.181
clueweb12-0818wb-16-15363,-206.757,-192.942,-187.427,-207.145
clueweb12-0408wb-23-20943,-1564.744,-1507.134,-1523.266,-1551.484
clueweb12-1612wb-05-30689,-701.709,-678.538,-708.336,-705.843
clueweb12-0512wb-36-10547,0.000,0.000,0.000,0.000
clueweb12-0203wb-75-12905,-5761.253,-5662.737,-5916.153,-5833.523
clueweb12-1109wb-22-09357,0.000,0.000,0.000,0.000
clueweb12-1400wb-03-17832,0.000,0.000,0.000,0.000
clueweb12-0401wb-61-11569,-1754.670,-1701.238,-1697.741,-1742.276
