filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_alue_dsyn,avg_chv_value_sosy
clueweb12-1012wb-11-25080,791,21,10,0.787,0.556,0.633
clueweb12-0110wb-68-17111,480,36,5,0.728,0.593,0.959
clueweb12-0105wb-47-30921,157,1,0,0.833,0.454,0.000
clueweb12-0012wb-41-11125,168,8,5,0.763,0.754,0.587
clueweb12-0405wb-57-26393,441,11,0,0.688,0.611,0.000
clueweb12-1510wb-62-11290,99,5,10,0.800,0.695,0.883
clueweb12-0204wb-02-20718,110,5,1,0.752,0.766,0.454
clueweb12-1807wb-46-23489,100,0,0,0.778,0.000,0.000
clueweb12-0302wb-86-26923,5283,159,94,0.741,0.784,0.713
clueweb12-1613wb-39-23792,2377,8,59,0.783,0.472,0.635
clueweb12-1807wb-10-14276,30,2,0,0.799,0.406,0.000
clueweb12-0608wb-87-26072,124,0,0,0.757,0.000,0.000
clueweb12-1707wb-46-18181,1582,26,10,0.801,0.429,0.733
clueweb12-1609wb-63-10531,166,1,0,0.722,0.588,0.000
clueweb12-1705wb-55-06200,0,0,0,0.000,0.000,0.000
clueweb12-1012wb-22-22661,2168,70,61,0.748,0.661,0.911
clueweb12-1501wb-75-05022,12475,212,155,0.818,0.550,0.917
clueweb12-0807wb-01-21206,112,6,0,0.718,0.596,0.000
clueweb12-0408wb-98-08344,236,8,15,0.811,0.706,0.909
clueweb12-1708wb-37-21319,1597,9,10,0.789,0.540,0.739
clueweb12-1801wb-31-06517,236,1,0,0.817,0.888,0.000
clueweb12-1414wb-42-07855,567,17,8,0.774,0.713,0.658
clueweb12-0005wb-27-30198,1022,19,15,0.731,0.744,0.887
clueweb12-0008wb-49-22119,25,0,1,0.662,0.000,0.832
clueweb12-0101wb-24-25833,163,10,0,0.776,0.702,0.000
clueweb12-0609wb-73-15493,2189,10,4,0.748,0.778,0.649
clueweb12-0502wb-08-00410,64,3,0,0.757,0.709,0.000
clueweb12-1313wb-97-26712,1349,28,20,0.751,0.516,0.802
clueweb12-0106wb-05-23500,96,0,0,0.817,0.000,0.000
clueweb12-0406wb-32-15249,150,2,5,0.756,0.482,0.889
clueweb12-0403wb-27-05012,5,0,0,0.877,0.000,0.000
clueweb12-0606wb-93-18930,208,3,5,0.731,0.566,0.816
clueweb12-1800tw-20-10900,27,0,0,0.764,0.000,0.000
clueweb12-0907wb-56-16049,127,2,0,0.731,0.550,0.000
clueweb12-0402wb-46-28672,1518,4,8,0.811,0.467,0.878
clueweb12-0201wb-82-13691,750,23,12,0.770,0.514,0.862
clueweb12-0914wb-67-12230,1360,28,43,0.756,0.706,0.819
clueweb12-1004wb-05-15683,1004,48,26,0.724,0.634,0.866
clueweb12-1104wb-21-03426,92,2,0,0.745,0.681,0.000
clueweb12-0009wb-32-17180,216,0,1,0.770,0.000,0.926
clueweb12-1715wb-70-02106,151,0,1,0.729,0.000,0.963
clueweb12-0002wb-59-22645,61,1,2,0.760,0.641,0.690
clueweb12-0202wb-13-08620,1124,112,70,0.726,0.617,0.804
clueweb12-0203wb-72-02831,0,0,0,0.000,0.000,0.000
clueweb12-1215wb-75-13584,98,3,10,0.733,0.651,0.767
clueweb12-0300wb-68-21365,21,1,0,0.795,0.888,0.000
clueweb12-0500wb-25-11386,145,3,3,0.766,0.682,0.944
clueweb12-1315wb-37-18436,59,2,0,0.803,0.588,0.000
clueweb12-1302wb-43-16580,943,37,35,0.736,0.556,0.776
clueweb12-0002wb-40-01615,748,7,1,0.704,0.682,0.960
clueweb12-1706wb-00-18122,209,11,5,0.756,0.634,0.905
clueweb12-1711wb-25-11147,0,0,0,0.000,0.000,0.000
clueweb12-1906wb-76-18219,280,7,2,0.714,0.679,0.831
clueweb12-0200wb-90-01431,1202,113,19,0.724,0.470,0.809
clueweb12-0607wb-38-01916,9256,53,83,0.753,0.599,0.786
clueweb12-0700wb-12-23963,26,2,3,0.792,0.871,0.914
clueweb12-1703wb-70-03212,71,0,0,0.705,0.000,0.000
clueweb12-0908wb-98-24889,1343,50,19,0.707,0.641,0.802
clueweb12-0700wb-96-16240,3473,81,107,0.771,0.674,0.769
clueweb12-0503wb-51-09633,25,0,0,0.733,0.000,0.000
clueweb12-1404wb-36-06860,488,6,26,0.740,0.546,0.922
clueweb12-0001wb-79-07835,228,4,0,0.769,0.476,0.000
clueweb12-1302wb-63-22244,78,1,2,0.754,0.777,0.765
clueweb12-0207wb-81-07665,76,1,0,0.780,0.888,0.000
clueweb12-0201wb-21-28248,486,25,15,0.730,0.681,0.802
clueweb12-0808wb-17-02477,0,0,0,0.000,0.000,0.000
clueweb12-0809wb-37-26256,0,0,0,0.000,0.000,0.000
clueweb12-0203wb-41-30661,441,13,49,0.771,0.629,0.811
clueweb12-0008wb-60-07321,228,7,0,0.759,0.787,0.000
clueweb12-0501wb-81-15860,247,7,0,0.775,0.784,0.000
clueweb12-0818wb-76-07533,91,1,4,0.738,0.473,0.879
clueweb12-0110wb-47-06185,24,0,0,0.807,0.000,0.000
clueweb12-1211wb-45-28791,554,8,18,0.797,0.598,0.713
clueweb12-0307wb-99-06371,3649,103,13,0.735,0.643,0.758
clueweb12-0110wb-54-25601,446,65,5,0.721,0.615,0.837
clueweb12-1200wb-41-35634,205,3,0,0.772,0.530,0.000
clueweb12-1214wb-82-08604,535,20,1,0.725,0.596,0.963
clueweb12-1914wb-00-20478,245,4,3,0.777,0.804,0.926
clueweb12-0108wb-77-25337,33,1,0,0.692,0.578,0.000
clueweb12-1307wb-40-21443,330,26,9,0.777,0.664,0.864
clueweb12-1217wb-00-26347,23171,620,158,0.767,0.757,0.764
clueweb12-0207wb-32-19457,392,21,5,0.790,0.549,0.823
clueweb12-0200tw-67-06102,179,2,3,0.784,0.608,0.786
clueweb12-0802wb-82-03201,0,0,0,0.000,0.000,0.000
clueweb12-0600wb-23-33154,232,2,0,0.798,0.719,0.000
clueweb12-1807wb-19-31179,287,3,15,0.730,0.593,0.716
clueweb12-0202wb-06-07633,145,30,4,0.721,0.480,0.879
clueweb12-1211wb-00-10032,2735,68,48,0.631,0.591,0.625
clueweb12-0310wb-07-15439,414,3,0,0.677,0.614,0.000
clueweb12-0910wb-47-13756,696,1,0,0.694,0.526,0.000
clueweb12-1300wb-11-03449,68,0,0,0.754,0.000,0.000
clueweb12-0814wb-11-22171,35,5,0,0.784,0.684,0.000
clueweb12-1210wb-31-29380,0,0,0,0.000,0.000,0.000
clueweb12-0201wb-32-05379,289,2,1,0.799,0.738,0.571
clueweb12-0916wb-80-08193,329,5,7,0.780,0.571,0.755
clueweb12-0810wb-63-06575,0,0,0,0.000,0.000,0.000
clueweb12-1505wb-30-11621,13,0,0,0.798,0.000,0.000
clueweb12-1313wb-44-05841,604,30,17,0.724,0.640,0.745
clueweb12-0300tw-81-15457,264,16,5,0.733,0.555,0.836
clueweb12-1411wb-46-25148,41,4,1,0.758,0.662,0.963
clueweb12-0500wb-00-02806,9,0,0,0.844,0.000,0.000
clueweb12-1800wb-37-14338,0,0,0,0.000,0.000,0.000
clueweb12-1811wb-22-31218,432,7,27,0.769,0.529,0.785
clueweb12-0105wb-92-17974,0,0,0,0.000,0.000,0.000
clueweb12-0008wb-46-13640,269,11,1,0.741,0.716,0.955
clueweb12-0202wb-95-11198,246,1,1,0.754,0.888,0.646
clueweb12-0909wb-00-04857,4250,44,39,0.725,0.478,0.649
clueweb12-1217wb-51-14850,17,0,0,0.817,0.000,0.000
clueweb12-0310wb-04-08630,217,2,9,0.756,0.888,0.912
clueweb12-1712wb-84-07804,95,0,2,0.785,0.000,0.775
clueweb12-1218wb-01-18002,955,2,9,0.779,0.327,0.741
clueweb12-0210wb-70-14901,117,4,1,0.664,0.662,0.571
clueweb12-0604wb-92-28721,1495,70,38,0.725,0.494,0.758
clueweb12-0205wb-33-28891,442,14,5,0.724,0.513,0.908
clueweb12-0817wb-10-21494,279,6,3,0.742,0.762,0.587
clueweb12-0201wb-86-03895,86,4,0,0.790,0.781,0.000
clueweb12-0001wb-53-25909,21,2,2,0.721,0.499,0.676
clueweb12-0112wb-46-26965,467,57,14,0.746,0.638,0.818
clueweb12-1808wb-36-08374,35,1,0,0.798,0.602,0.000
clueweb12-0000wb-83-14714,0,0,0,0.000,0.000,0.000
clueweb12-0110wb-95-19293,269,15,13,0.712,0.606,0.774
clueweb12-0307wb-71-17514,8,0,0,0.754,0.000,0.000
clueweb12-0816wb-94-30876,174,2,5,0.756,0.737,0.901
clueweb12-1115wb-33-24448,1974,51,48,0.766,0.615,0.873
clueweb12-1400tw-66-08856,81,0,0,0.788,0.000,0.000
clueweb12-0309wb-66-26284,115,2,0,0.792,0.510,0.000
clueweb12-0107wb-80-21556,266,14,0,0.742,0.519,0.000
clueweb12-1100tw-99-10384,222,0,1,0.770,0.000,0.711
clueweb12-1507wb-95-00214,172,3,2,0.775,0.691,0.683
clueweb12-1909wb-86-27258,25,0,0,0.821,0.000,0.000
clueweb12-0007wb-13-21745,751,4,4,0.786,0.874,0.589
clueweb12-0305wb-74-29461,930,1,17,0.762,0.413,0.757
clueweb12-1300tw-21-10145,89,0,2,0.803,0.000,0.806
clueweb12-0711wb-42-17994,551,5,7,0.798,0.605,0.621
clueweb12-0402wb-57-09345,204,8,9,0.752,0.668,0.776
clueweb12-0204wb-60-07428,133,4,0,0.661,0.454,0.000
clueweb12-0508wb-88-00716,1047,67,21,0.743,0.571,0.689
clueweb12-0601wb-10-29108,537,3,5,0.771,0.818,0.796
clueweb12-1710wb-39-25633,311,1,5,0.825,0.777,0.884
clueweb12-0700wb-83-34025,3045,22,22,0.745,0.570,0.755
clueweb12-0815wb-95-02405,0,0,0,0.000,0.000,0.000
clueweb12-0804wb-41-22096,89,2,0,0.708,0.664,0.000
clueweb12-0507wb-93-21915,26,1,2,0.789,0.888,0.955
clueweb12-0512wb-02-13033,194,6,4,0.741,0.415,0.747
clueweb12-1513wb-73-14055,254,5,3,0.837,0.844,0.752
clueweb12-0309wb-30-09248,348,24,24,0.751,0.643,0.833
clueweb12-1806wb-79-31032,449,29,17,0.749,0.619,0.893
clueweb12-0108wb-58-01105,343,2,19,0.752,0.498,0.717
clueweb12-1809wb-56-18789,113,0,0,0.829,0.000,0.000
clueweb12-1107wb-01-02925,213,0,5,0.716,0.000,0.944
clueweb12-1010wb-78-26194,383,1,7,0.776,0.586,0.783
clueweb12-0208wb-57-14051,21,0,1,0.743,0.000,0.900
clueweb12-0110wb-33-10997,0,0,0,0.000,0.000,0.000
clueweb12-0006wb-10-18231,315,9,3,0.749,0.789,0.682
clueweb12-0001wb-15-00587,247,22,1,0.775,0.846,0.571
clueweb12-1200wb-89-09611,292,5,1,0.782,0.685,0.595
clueweb12-1510wb-48-04408,1833,53,25,0.764,0.632,0.872
clueweb12-0209wb-77-16580,230,11,5,0.749,0.696,0.635
clueweb12-0201wb-69-10467,844,11,3,0.691,0.436,0.571
clueweb12-0109wb-20-10055,221,5,20,0.713,0.694,0.879
clueweb12-0411wb-45-22685,531,2,2,0.746,0.681,0.446
clueweb12-1604wb-02-27604,0,0,0,0.000,0.000,0.000
clueweb12-0303wb-88-07941,170,0,3,0.785,0.000,0.836
clueweb12-1903wb-20-13053,846,7,2,0.757,0.667,0.698
clueweb12-0104wb-88-07382,350,3,4,0.774,0.851,0.780
clueweb12-0000wb-21-05942,470,22,35,0.743,0.700,0.900
clueweb12-1100wb-64-18894,292,1,2,0.770,0.888,0.806
clueweb12-1008wb-09-21685,308,3,7,0.754,0.678,0.813
clueweb12-0910wb-04-16125,256,3,12,0.713,0.753,0.632
clueweb12-0009wb-05-15822,263,14,33,0.736,0.516,0.668
clueweb12-1701wb-27-22827,0,0,0,0.000,0.000,0.000
clueweb12-1802wb-59-21209,1459,10,14,0.778,0.550,0.817
clueweb12-1012wb-15-00489,130,2,0,0.775,0.888,0.000
clueweb12-0710wb-98-20318,1640,6,4,0.771,0.888,0.869
clueweb12-0916wb-02-20973,179,0,0,0.819,0.000,0.000
clueweb12-0105wb-23-08740,1110,17,16,0.771,0.578,0.822
clueweb12-1910wb-70-24599,1390,100,10,0.715,0.578,0.703
clueweb12-0011wb-15-19118,84,2,2,0.748,0.827,0.559
clueweb12-0301wb-30-07715,0,0,0,0.000,0.000,0.000
clueweb12-0003wb-66-05165,0,0,0,0.000,0.000,0.000
clueweb12-0103wb-49-17619,62,0,0,0.770,0.000,0.000
clueweb12-0301wb-13-32639,283,26,5,0.819,0.740,0.921
clueweb12-0710wb-37-06210,211,20,8,0.740,0.610,0.892
clueweb12-1115wb-33-10190,365,1,2,0.762,0.888,0.705
clueweb12-0603wb-86-23093,0,0,0,0.000,0.000,0.000
clueweb12-0109wb-08-22640,30,1,0,0.803,0.888,0.000
clueweb12-1509wb-35-24068,183,17,7,0.739,0.532,0.740
clueweb12-0203wb-37-02877,23,0,0,0.776,0.000,0.000
clueweb12-1712wb-82-19515,575,6,4,0.795,0.689,0.794
clueweb12-0914wb-68-01319,2773,123,19,0.787,0.742,0.634
clueweb12-0612wb-59-13560,34,0,1,0.756,0.000,0.595
clueweb12-0201wb-67-06133,71,3,0,0.681,0.723,0.000
clueweb12-0608wb-77-23879,862,10,4,0.755,0.630,0.865
clueweb12-0013wb-82-21639,559,33,44,0.749,0.640,0.732
clueweb12-0806wb-10-31270,0,0,0,0.000,0.000,0.000
clueweb12-0303wb-02-29601,788,13,17,0.737,0.830,0.787
clueweb12-1510wb-66-07037,174,2,0,0.751,0.783,0.000
clueweb12-0111wb-26-10139,108,6,1,0.745,0.736,0.657
clueweb12-1017wb-42-25438,3131,65,68,0.717,0.604,0.710
clueweb12-0308wb-27-31833,0,0,0,0.000,0.000,0.000
clueweb12-0511wb-09-18602,3812,102,28,0.784,0.688,0.753
clueweb12-0306wb-80-21630,0,0,0,0.000,0.000,0.000
etree.ParserError'> -- Document is empty
clueweb12-0300tw-50-15666,0,0,0,0.000,0.000,0.000
clueweb12-0804wb-41-22012,20,3,0,0.702,0.586,0.000
clueweb12-0301wb-68-26156,96,0,0,0.810,0.000,0.000
clueweb12-1910wb-88-09438,1258,40,29,0.781,0.606,0.746
clueweb12-1811wb-62-02083,469,30,14,0.732,0.716,0.812
clueweb12-1603wb-92-16894,19,0,0,0.812,0.000,0.000
clueweb12-0406wb-67-22681,10,0,0,0.834,0.000,0.000
clueweb12-0506wb-47-26060,2159,155,82,0.730,0.603,0.789
clueweb12-0815wb-45-34639,3070,163,71,0.715,0.550,0.637
clueweb12-1209wb-85-18196,1170,9,5,0.780,0.611,0.701
clueweb12-0509wb-73-15537,43,0,1,0.668,0.000,0.955
clueweb12-0808wb-21-11812,69,2,1,0.677,0.917,0.454
clueweb12-1615wb-65-33070,27,0,0,0.757,0.000,0.000
clueweb12-0502wb-20-05827,0,0,0,0.000,0.000,0.000
clueweb12-0306wb-92-30729,101,0,0,0.820,0.000,0.000
clueweb12-0208wb-84-29107,286,0,1,0.814,0.000,0.571
clueweb12-0100tw-69-09856,222,4,0,0.796,0.701,0.000
clueweb12-1704wb-82-27233,4519,308,100,0.739,0.691,0.725
clueweb12-0210wb-45-16259,205,0,4,0.741,0.000,0.652
clueweb12-0800tw-11-15698,395,19,8,0.789,0.687,0.800
clueweb12-0010wb-45-13934,51,10,3,0.675,0.467,0.799
clueweb12-1002wb-40-00902,160,0,6,0.792,0.000,0.700
clueweb12-1108wb-45-04927,0,0,0,0.000,0.000,0.000
clueweb12-0112wb-19-00139,1640,44,19,0.745,0.694,0.845
clueweb12-1403wb-73-04352,339,8,5,0.774,0.728,0.815
clueweb12-0909wb-75-25228,44,2,1,0.677,0.457,0.910
clueweb12-0300wb-71-28777,4895,37,62,0.790,0.573,0.758
clueweb12-0813wb-68-18557,982,69,20,0.738,0.571,0.746
clueweb12-0807wb-10-20851,586,21,26,0.782,0.687,0.756
clueweb12-1201wb-35-14323,441,8,11,0.715,0.716,0.809
clueweb12-0709wb-77-11091,3612,139,54,0.730,0.584,0.715
clueweb12-1516wb-81-30356,224,12,11,0.748,0.712,0.773
clueweb12-0510wb-92-17504,429,4,0,0.720,0.732,0.000
clueweb12-1214wb-33-20289,137,3,2,0.810,0.718,0.833
clueweb12-0306wb-95-20964,801,41,11,0.737,0.524,0.770
clueweb12-0106wb-29-25375,162,10,8,0.697,0.699,0.878
clueweb12-1908wb-53-04228,1066,68,60,0.739,0.639,0.725
clueweb12-1708wb-47-08649,0,0,0,0.000,0.000,0.000
clueweb12-0712wb-18-07865,12,0,0,0.809,0.000,0.000
clueweb12-1106wb-21-19798,23,0,0,0.778,0.000,0.000
clueweb12-1806wb-57-26336,1658,33,21,0.731,0.633,0.850
clueweb12-0211wb-29-30577,112,2,7,0.765,0.888,0.848
clueweb12-1307wb-14-20521,497,3,2,0.787,0.438,0.626
clueweb12-1702wb-74-26643,389,8,7,0.739,0.609,0.955
clueweb12-0000wb-27-32654,363,18,16,0.761,0.530,0.861
clueweb12-0212wb-28-08852,175,2,7,0.820,0.588,0.763
clueweb12-0900wb-34-09254,0,0,0,0.000,0.000,0.000
clueweb12-0714wb-60-12277,26,0,0,0.719,0.000,0.000
clueweb12-1602wb-82-12661,4993,24,77,0.792,0.518,0.833
clueweb12-0302wb-28-08977,0,0,0,0.000,0.000,0.000
clueweb12-1100wb-67-20902,0,0,0,0.000,0.000,0.000
clueweb12-0202wb-56-27575,0,0,0,0.000,0.000,0.000
clueweb12-0404wb-63-31372,116,5,0,0.761,0.652,0.000
clueweb12-1510wb-86-18193,32,0,1,0.797,0.000,0.985
clueweb12-1610wb-90-11449,0,0,0,0.000,0.000,0.000
clueweb12-1310wb-92-20021,382,3,1,0.803,0.577,0.571
clueweb12-0000wb-32-22856,61,3,3,0.744,0.787,0.681
clueweb12-1807wb-27-29462,690,7,9,0.749,0.624,0.521
clueweb12-1115wb-17-04824,144,0,15,0.761,0.000,0.872
clueweb12-0000wb-58-28243,127,4,1,0.843,0.766,0.567
clueweb12-0915wb-98-18904,73,0,2,0.736,0.000,0.832
clueweb12-0916wb-09-28032,155,2,0,0.776,0.833,0.000
clueweb12-0910wb-31-10558,216,6,3,0.715,0.779,0.917
clueweb12-1602wb-07-16736,249,4,9,0.701,0.523,0.816
clueweb12-1203wb-90-24894,3742,33,25,0.727,0.666,0.741
clueweb12-0300wb-72-20655,878,24,40,0.765,0.682,0.831
clueweb12-0611wb-81-28436,2336,11,10,0.783,0.816,0.758
clueweb12-1814wb-13-13792,242,14,22,0.690,0.586,0.712
clueweb12-0717wb-12-27467,91,15,4,0.732,0.663,0.862
clueweb12-1600tw-14-16416,2837,125,23,0.758,0.665,0.711
clueweb12-1200tw-90-14017,651,19,37,0.765,0.675,0.875
clueweb12-0201wb-69-25374,291,1,1,0.813,0.327,0.926
clueweb12-0212wb-18-27530,275,2,3,0.741,0.681,0.756
clueweb12-1203wb-65-00180,1713,27,15,0.773,0.703,0.785
clueweb12-1201wb-41-20220,286,7,1,0.707,0.559,0.686
clueweb12-0001wb-16-31625,564,29,2,0.744,0.587,0.944
clueweb12-0907wb-50-17537,931,14,6,0.763,0.625,0.619
clueweb12-0106wb-42-26470,0,0,0,0.000,0.000,0.000
clueweb12-1610wb-26-08165,2002,36,2,0.718,0.768,0.626
clueweb12-1800tw-55-14640,277,19,17,0.694,0.533,0.746
clueweb12-0713wb-77-02296,19,1,0,0.801,0.888,0.000
clueweb12-0107wb-46-10854,568,3,4,0.735,0.486,0.855
clueweb12-0606wb-18-06664,27,0,0,0.871,0.000,0.000
clueweb12-0201wb-85-07982,1125,5,0,0.799,0.589,0.000
clueweb12-0903wb-21-23318,271,1,3,0.801,0.605,0.738
clueweb12-0710wb-00-16914,159,8,0,0.741,0.642,0.000
clueweb12-0403wb-37-28705,3008,84,49,0.704,0.610,0.675
clueweb12-0900tw-49-15279,109,1,4,0.784,0.327,0.810
clueweb12-1108wb-00-09996,139,1,1,0.722,0.425,0.926
clueweb12-1000wb-93-21534,226,6,19,0.808,0.707,0.867
clueweb12-1012wb-17-27468,399,8,5,0.759,0.637,0.693
clueweb12-0500wb-65-15344,331,29,5,0.736,0.614,0.849
clueweb12-0005wb-69-06359,49,1,1,0.772,0.888,0.595
clueweb12-1116wb-68-25045,724,10,0,0.710,0.633,0.000
clueweb12-0609wb-93-33915,84,0,0,0.735,0.000,0.000
clueweb12-0401wb-71-03611,1908,86,8,0.677,0.497,0.730
clueweb12-0600tw-00-23075,0,0,0,0.000,0.000,0.000
clueweb12-0305wb-72-10818,1060,7,7,0.737,0.518,0.839
clueweb12-0611wb-06-34940,2084,102,22,0.655,0.577,0.773
clueweb12-1613wb-84-15490,0,0,0,0.000,0.000,0.000
clueweb12-0600wb-51-12953,44281,291,56,0.705,0.671,0.718
clueweb12-0003wb-29-15881,8317,265,41,0.701,0.648,0.586
clueweb12-0302wb-60-07339,271,1,1,0.770,0.413,0.719
clueweb12-1405wb-48-06896,1347,8,2,0.756,0.578,0.940
clueweb12-1209wb-62-17161,0,0,0,0.000,0.000,0.000
clueweb12-0917wb-25-12864,8873,252,200,0.714,0.610,0.698
clueweb12-0300tw-55-18994,23,0,0,0.806,0.000,0.000
clueweb12-0814wb-61-03089,268,34,5,0.714,0.541,0.670
clueweb12-1803wb-02-06043,480,88,0,0.625,0.553,0.000
clueweb12-1606wb-46-09981,0,0,0,0.000,0.000,0.000
clueweb12-0805wb-86-10475,74,1,10,0.733,0.888,0.756
clueweb12-1701wb-17-05766,0,0,0,0.000,0.000,0.000
clueweb12-0500tw-07-23025,142,1,2,0.803,0.609,0.863
clueweb12-1117wb-86-20255,21,2,0,0.773,0.582,0.000
clueweb12-0600wb-94-01603,0,0,0,0.000,0.000,0.000
clueweb12-0008wb-84-27296,67,1,0,0.788,0.888,0.000
clueweb12-0107wb-65-04006,299,1,15,0.821,0.327,0.956
clueweb12-0700tw-53-16663,0,0,0,0.000,0.000,0.000
clueweb12-1019wb-32-15137,198,2,5,0.804,0.688,0.784
clueweb12-0917wb-43-08886,444,25,11,0.749,0.534,0.849
clueweb12-1807wb-10-13973,203,3,32,0.789,0.714,0.751
clueweb12-1603wb-09-32334,98,7,0,0.743,0.537,0.000
clueweb12-0904wb-59-08594,262,3,3,0.797,0.705,0.957
clueweb12-1104wb-23-20637,141,4,5,0.816,0.611,0.774
clueweb12-0100tw-45-14346,0,0,0,0.000,0.000,0.000
clueweb12-0813wb-04-12026,505,8,24,0.788,0.770,0.747
clueweb12-0100tw-67-22123,303,2,0,0.785,0.464,0.000
clueweb12-1510wb-63-03393,80,0,0,0.724,0.000,0.000
clueweb12-0509wb-35-28872,392,34,26,0.743,0.719,0.911
clueweb12-1312wb-32-08575,590,60,12,0.756,0.644,0.872
clueweb12-0301wb-11-00713,913,35,31,0.764,0.615,0.796
clueweb12-1415wb-51-25481,300,0,0,0.772,0.000,0.000
clueweb12-0207wb-47-07701,2548,64,159,0.757,0.525,0.794
clueweb12-1606wb-01-30604,96,6,0,0.748,0.646,0.000
clueweb12-0409wb-48-31139,0,0,0,0.000,0.000,0.000
clueweb12-0201wb-52-31618,0,0,0,0.000,0.000,0.000
clueweb12-1009wb-12-29554,158,3,0,0.786,0.888,0.000
clueweb12-1710wb-52-06847,85,10,1,0.649,0.605,0.711
clueweb12-0201wb-80-02831,0,0,0,0.000,0.000,0.000
clueweb12-0509wb-14-17728,0,0,0,0.000,0.000,0.000
clueweb12-1412wb-32-07358,0,0,0,0.000,0.000,0.000
clueweb12-1713wb-21-08100,641,7,13,0.788,0.798,0.740
clueweb12-1812wb-58-32329,68,0,2,0.743,0.000,0.955
clueweb12-0814wb-65-02737,736,2,3,0.784,0.827,0.841
clueweb12-1709wb-14-03991,0,0,0,0.000,0.000,0.000
clueweb12-1503wb-39-25799,0,0,0,0.000,0.000,0.000
clueweb12-0209wb-42-27132,114,2,6,0.733,0.619,0.821
clueweb12-1011wb-90-04151,167,12,1,0.716,0.632,0.963
clueweb12-0010wb-23-31500,5572,452,57,0.721,0.601,0.831
clueweb12-1612wb-84-24158,1197,69,62,0.753,0.585,0.669
clueweb12-0201wb-08-30386,0,0,0,0.000,0.000,0.000
clueweb12-0303wb-21-33882,742,8,12,0.805,0.608,0.843
clueweb12-1217wb-77-18188,83,2,0,0.731,0.719,0.000
clueweb12-0705wb-54-26626,708,39,2,0.754,0.676,0.629
clueweb12-1701wb-48-09897,3655,72,91,0.786,0.646,0.849
clueweb12-0001wb-69-13622,247,7,7,0.738,0.622,0.733
clueweb12-0610wb-85-24940,263,18,12,0.769,0.482,0.814
clueweb12-0405wb-45-17203,332,20,20,0.765,0.575,0.883
clueweb12-0909wb-74-14321,148,4,4,0.754,0.888,0.940
clueweb12-1716wb-68-05210,189,1,0,0.740,0.588,0.000
clueweb12-1208wb-54-05807,302,9,7,0.779,0.570,0.776
clueweb12-0700wb-86-07317,1380,18,9,0.744,0.590,0.663
clueweb12-1804wb-00-14290,42,0,0,0.787,0.000,0.000
clueweb12-0703wb-70-33313,51,0,0,0.685,0.000,0.000
clueweb12-0107wb-14-30256,188,2,2,0.776,0.620,0.748
clueweb12-0706wb-72-14230,96,1,1,0.804,0.454,0.963
clueweb12-1101wb-28-14896,0,0,0,0.000,0.000,0.000
clueweb12-0100wb-15-07616,138,7,0,0.785,0.579,0.000
clueweb12-0500wb-94-31680,39,1,0,0.769,0.579,0.000
clueweb12-0306wb-19-00027,1179,3,3,0.743,0.578,0.838
clueweb12-0108wb-47-12649,0,0,0,0.000,0.000,0.000
clueweb12-1611wb-90-08078,54,0,1,0.765,0.000,0.941
clueweb12-0606wb-58-26150,160,11,0,0.718,0.572,0.000
clueweb12-0200wb-65-12585,90,0,0,0.813,0.000,0.000
clueweb12-0107wb-63-14004,137,4,6,0.774,0.739,0.756
clueweb12-1307wb-90-02273,910,29,23,0.725,0.524,0.772
clueweb12-0612wb-40-22704,1266,12,61,0.749,0.622,0.795
clueweb12-1612wb-11-01500,469,12,23,0.739,0.609,0.738
clueweb12-0207wb-81-05229,329,4,18,0.757,0.776,0.758
clueweb12-0300wb-75-28087,666,28,74,0.770,0.627,0.855
clueweb12-1714wb-04-14388,378,6,23,0.757,0.751,0.585
clueweb12-0410wb-07-20441,0,0,0,0.000,0.000,0.000
clueweb12-0400wb-49-27202,589,25,5,0.706,0.634,0.538
clueweb12-0007wb-69-23507,1155,47,87,0.749,0.793,0.819
clueweb12-0916wb-73-20463,334,2,1,0.727,0.431,0.847
clueweb12-0106wb-45-05771,859,6,0,0.700,0.622,0.000
clueweb12-0010wb-24-16389,235,6,6,0.676,0.490,0.768
clueweb12-1000tw-54-12686,24,0,0,0.851,0.000,0.000
clueweb12-0311wb-05-06084,412,32,32,0.752,0.626,0.701
clueweb12-1701wb-78-15721,166,0,3,0.764,0.000,0.773
clueweb12-1005wb-23-07218,50,0,0,0.634,0.000,0.000
clueweb12-0907wb-99-10992,142,0,5,0.740,0.000,0.731
clueweb12-1118wb-77-24721,1093,12,24,0.748,0.747,0.765
clueweb12-1015wb-57-24583,478,30,21,0.756,0.669,0.752
clueweb12-1913wb-70-21772,142,0,2,0.732,0.000,0.661
clueweb12-0107wb-90-19485,1415,84,40,0.728,0.632,0.836
clueweb12-0406wb-46-16275,502,20,4,0.752,0.484,0.697
clueweb12-1506wb-97-25038,983,13,11,0.750,0.766,0.746
clueweb12-1904wb-91-05202,226,7,3,0.765,0.792,0.744
clueweb12-1700wb-28-22843,498,1,5,0.743,0.888,0.810
clueweb12-0004wb-65-13598,173,0,3,0.809,0.000,0.837
clueweb12-0000wb-07-27507,0,0,0,0.000,0.000,0.000
clueweb12-0300wb-48-16301,0,0,0,0.000,0.000,0.000
clueweb12-0407wb-53-15260,256,13,18,0.770,0.642,0.759
clueweb12-0705wb-09-05261,330,22,8,0.730,0.633,0.739
