filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_value_dsyn,avg_chv_value_sosy,n_msh_concepts,n_msh_dsyn_concepts,n_msh_sosy_concepts,avg_tree_length_all,avg_tree_length_dsyn,avg_tree_length_sosy
clueweb12-1805wb-85-13750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0401wb-62-03327,2934.0,75.0,49.0,0.746,0.563,0.758,1751.0,74.0,36.0,5.966,5.554,5.861
clueweb12-0102wb-26-28591,732.0,39.0,34.0,0.753,0.688,0.746,403.0,42.0,20.0,5.295,4.881,9.45
clueweb12-0201wb-94-08991,566.0,31.0,2.0,0.717,0.638,0.927,302.0,38.0,2.0,4.371,3.632,9.5
clueweb12-0211wb-82-12975,54.0,2.0,0.0,0.768,0.703,0.0,15.0,2.0,0.0,3.6,5.5,0.0
clueweb12-0706wb-33-03658,16.0,0.0,0.0,0.815,0.0,0.0,10.0,0.0,0.0,7.4,0.0,0.0
clueweb12-1213wb-94-03593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1614wb-96-11434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0000wb-81-18966,41.0,1.0,0.0,0.751,0.327,0.0,22.0,1.0,0.0,5.455,22.0,0.0
clueweb12-0004wb-26-25118,94.0,0.0,0.0,0.75,0.0,0.0,54.0,0.0,0.0,4.167,0.0,0.0
clueweb12-1802wb-14-26350,526.0,33.0,45.0,0.751,0.656,0.918,321.0,37.0,30.0,5.642,6.378,8.1
clueweb12-1019wb-58-12478,482.0,10.0,21.0,0.746,0.48,0.935,322.0,12.0,20.0,6.022,7.75,12.4
clueweb12-1216wb-83-12707,59.0,3.0,7.0,0.736,0.709,0.729,30.0,3.0,5.0,7.933,2.333,7.6
clueweb12-1215wb-18-07204,39.0,0.0,0.0,0.765,0.0,0.0,24.0,0.0,0.0,6.917,0.0,0.0
clueweb12-1108wb-63-13196,867.0,30.0,5.0,0.742,0.639,0.744,528.0,27.0,5.0,4.21,4.667,6.8
clueweb12-0205wb-11-15742,21.0,2.0,0.0,0.724,0.632,0.0,11.0,1.0,0.0,7.273,8.0,0.0
clueweb12-1716wb-99-13910,175.0,0.0,1.0,0.777,0.0,0.595,87.0,0.0,1.0,6.747,0.0,10.0
clueweb12-0301wb-43-19901,289.0,39.0,15.0,0.714,0.585,0.906,172.0,38.0,11.0,4.645,4.132,9.818
clueweb12-0205wb-42-16100,1052.0,10.0,9.0,0.71,0.561,0.86,568.0,11.0,5.0,4.88,3.455,12.4
clueweb12-0200wb-66-33934,5778.0,157.0,23.0,0.707,0.508,0.698,3292.0,158.0,4.0,5.778,8.437,9.5
clueweb12-0208wb-61-19144,382.0,7.0,8.0,0.74,0.663,0.824,198.0,7.0,4.0,5.854,4.143,8.75
clueweb12-1407wb-96-02635,1128.0,19.0,6.0,0.758,0.672,0.826,696.0,27.0,3.0,5.937,4.037,10.667
clueweb12-1516wb-29-31643,785.0,13.0,4.0,0.706,0.581,0.571,379.0,16.0,3.0,6.042,6.312,2.0
clueweb12-1205wb-80-15409,242.0,21.0,16.0,0.692,0.614,0.636,135.0,20.0,18.0,6.333,6.3,9.444
clueweb12-0205wb-18-06727,356.0,39.0,6.0,0.751,0.641,0.657,226.0,42.0,7.0,5.23,6.5,9.0
clueweb12-0107wb-28-02318,2325.0,120.0,17.0,0.703,0.566,0.629,1045.0,120.0,14.0,5.874,7.858,4.357
clueweb12-1106wb-89-01347,228.0,10.0,2.0,0.804,0.703,0.852,129.0,12.0,0.0,5.651,8.0,0.0
clueweb12-0000wb-02-06820,124.0,2.0,4.0,0.755,0.575,0.88,74.0,3.0,4.0,4.568,3.0,10.5
clueweb12-0701wb-85-17300,199.0,1.0,3.0,0.764,0.678,0.775,98.0,1.0,2.0,5.592,3.0,11.5
clueweb12-0302wb-61-11526,167.0,0.0,1.0,0.806,0.0,0.963,105.0,0.0,0.0,4.438,0.0,0.0
clueweb12-0000wb-46-11828,115.0,2.0,9.0,0.751,0.55,0.732,66.0,2.0,4.0,5.167,6.0,6.75
clueweb12-0004wb-32-06749,371.0,11.0,4.0,0.775,0.664,0.642,240.0,11.0,3.0,5.862,7.182,6.0
clueweb12-1609wb-20-13553,2472.0,23.0,66.0,0.743,0.527,0.84,1245.0,22.0,54.0,4.92,12.364,11.333
clueweb12-1607wb-95-21872,1838.0,39.0,61.0,0.752,0.551,0.713,956.0,41.0,53.0,5.402,3.122,6.774
clueweb12-0404wb-83-30665,17.0,0.0,0.0,0.763,0.0,0.0,15.0,0.0,0.0,4.267,0.0,0.0
clueweb12-0303wb-75-29421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1006wb-74-19050,194.0,16.0,23.0,0.74,0.637,0.824,108.0,16.0,22.0,6.046,6.375,5.727
clueweb12-1515wb-33-25957,487.0,44.0,4.0,0.779,0.649,0.838,339.0,42.0,3.0,4.531,5.452,9.667
clueweb12-0211wb-10-20672,215.0,0.0,0.0,0.786,0.0,0.0,112.0,0.0,0.0,4.938,0.0,0.0
clueweb12-1611wb-56-09406,467.0,43.0,15.0,0.739,0.603,0.764,350.0,43.0,9.0,6.297,5.256,7.222
clueweb12-1315wb-33-25875,34.0,0.0,0.0,0.758,0.0,0.0,8.0,0.0,0.0,3.125,0.0,0.0
clueweb12-0804wb-83-17073,192.0,16.0,2.0,0.707,0.602,0.632,106.0,16.0,1.0,5.104,4.375,4.0
clueweb12-1703wb-78-05862,3655.0,72.0,91.0,0.786,0.646,0.849,1890.0,81.0,69.0,5.641,5.543,11.754
clueweb12-0400tw-11-15242,279.0,9.0,19.0,0.764,0.668,0.733,145.0,8.0,9.0,7.372,5.5,8.556
clueweb12-0006wb-65-33010,725.0,2.0,31.0,0.708,0.529,0.88,347.0,3.0,20.0,5.807,4.0,11.45
clueweb12-1311wb-88-17127,249.0,2.0,2.0,0.789,0.739,0.775,128.0,4.0,2.0,4.797,4.25,11.5
clueweb12-1815wb-06-07924,2338.0,13.0,6.0,0.785,0.61,0.872,1363.0,21.0,4.0,4.897,7.286,6.5
clueweb12-0003wb-33-10307,236.0,16.0,0.0,0.737,0.605,0.0,133.0,19.0,0.0,5.173,6.842,0.0
clueweb12-0304wb-19-20179,133.0,4.0,0.0,0.805,0.736,0.0,70.0,5.0,0.0,5.886,4.0,0.0
clueweb12-1214wb-46-04900,2090.0,40.0,89.0,0.773,0.484,0.663,1161.0,72.0,15.0,6.731,9.417,8.2
clueweb12-1405wb-79-09376,103.0,0.0,8.0,0.787,0.0,0.748,54.0,1.0,6.0,5.315,5.0,5.167
clueweb12-1515wb-49-01452,324.0,30.0,22.0,0.729,0.68,0.817,196.0,35.0,18.0,5.245,6.371,8.444
clueweb12-0012wb-38-10145,372.0,17.0,14.0,0.737,0.642,0.842,209.0,11.0,7.0,4.751,8.182,7.429
clueweb12-1104wb-58-18424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0410wb-86-17009,164.0,3.0,3.0,0.74,0.39,0.773,102.0,3.0,1.0,4.402,10.667,3.0
clueweb12-0304wb-56-24622,338.0,4.0,12.0,0.784,0.731,0.856,181.0,4.0,7.0,5.514,3.0,7.429
clueweb12-1206wb-30-12270,216.0,2.0,5.0,0.756,0.888,0.78,112.0,2.0,4.0,6.018,3.0,11.0
clueweb12-0111wb-36-02435,253.0,14.0,18.0,0.8,0.607,0.791,149.0,14.0,17.0,5.57,5.643,9.529
clueweb12-0010wb-64-19683,674.0,13.0,29.0,0.808,0.639,0.848,461.0,14.0,24.0,5.167,10.071,12.542
clueweb12-0400wb-68-20517,125.0,9.0,0.0,0.764,0.694,0.0,79.0,10.0,0.0,4.443,9.7,0.0
clueweb12-1807wb-06-18059,40.0,2.0,0.0,0.812,0.685,0.0,19.0,2.0,0.0,7.105,4.5,0.0
clueweb12-1711wb-13-02684,284.0,26.0,5.0,0.817,0.74,0.921,185.0,26.0,1.0,5.849,5.038,6.0
clueweb12-0010wb-67-16198,7120.0,156.0,66.0,0.792,0.648,0.797,3609.0,170.0,42.0,7.819,7.318,5.81
clueweb12-1001wb-01-10657,121.0,0.0,0.0,0.632,0.0,0.0,80.0,0.0,0.0,5.838,0.0,0.0
clueweb12-1601wb-41-17599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0706wb-05-05797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0606wb-09-11801,2583.0,97.0,13.0,0.671,0.531,0.648,1575.0,115.0,12.0,7.517,6.0,7.167
clueweb12-0607wb-14-13595,17.0,1.0,0.0,0.851,0.888,0.0,11.0,1.0,0.0,3.0,3.0,0.0
clueweb12-0411wb-36-01754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0306wb-20-21662,872.0,36.0,0.0,0.749,0.649,0.0,505.0,36.0,0.0,5.85,4.806,0.0
clueweb12-1016wb-85-07817,258.0,22.0,3.0,0.795,0.663,0.71,173.0,21.0,2.0,4.642,4.095,8.0
clueweb12-0919wb-50-12648,52.0,3.0,0.0,0.756,0.748,0.0,32.0,3.0,0.0,3.219,3.0,0.0
clueweb12-1600wb-15-01955,102.0,2.0,1.0,0.806,0.454,0.9,62.0,0.0,1.0,5.839,0.0,6.0
clueweb12-0112wb-37-16243,465.0,14.0,9.0,0.759,0.643,0.676,228.0,19.0,6.0,7.509,9.579,5.833
clueweb12-0813wb-07-08239,591.0,29.0,14.0,0.735,0.643,0.656,339.0,30.0,13.0,5.835,3.567,5.923
clueweb12-1800wb-31-03601,81.0,2.0,2.0,0.842,0.688,0.829,40.0,2.0,2.0,6.4,5.0,4.0
clueweb12-0101wb-51-15414,1536.0,10.0,12.0,0.793,0.636,0.871,782.0,6.0,5.0,5.151,11.167,7.2
clueweb12-0007wb-78-24030,484.0,48.0,4.0,0.747,0.62,0.902,304.0,50.0,1.0,5.237,6.58,8.0
clueweb12-0604wb-30-10797,707.0,4.0,7.0,0.715,0.664,0.817,502.0,8.0,6.0,4.09,4.0,5.0
clueweb12-0302wb-57-25937,699.0,13.0,6.0,0.77,0.731,0.963,244.0,12.0,0.0,5.418,6.25,0.0
clueweb12-1500wb-71-09578,276.0,0.0,0.0,0.738,0.0,0.0,109.0,9.0,1.0,7.092,4.667,10.0
clueweb12-1907wb-43-20097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1310wb-11-06923,251.0,3.0,18.0,0.751,0.655,0.744,132.0,6.0,8.0,6.341,3.667,8.25
clueweb12-1509wb-15-15759,1214.0,19.0,16.0,0.763,0.68,0.87,738.0,21.0,15.0,4.696,4.333,12.267
clueweb12-0700wb-94-07350,74.0,2.0,7.0,0.837,0.688,0.842,48.0,2.0,5.0,5.938,5.0,9.2
clueweb12-1515wb-97-04377,2182.0,99.0,82.0,0.744,0.617,0.735,1230.0,108.0,77.0,5.939,6.185,7.857
clueweb12-0500wb-28-15469,243.0,15.0,5.0,0.735,0.543,0.955,145.0,17.0,5.0,4.455,3.471,13.0
clueweb12-1114wb-63-30058,181.0,1.0,1.0,0.751,0.874,0.943,89.0,1.0,0.0,5.82,3.0,0.0
clueweb12-1000tw-87-02485,1217.0,18.0,17.0,0.8,0.685,0.867,671.0,25.0,9.0,7.736,7.4,9.333
clueweb12-1217wb-27-34514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1705wb-19-25558,129.0,2.0,0.0,0.742,0.404,0.0,77.0,1.0,0.0,6.701,3.0,0.0
clueweb12-1106wb-92-03796,148.0,0.0,7.0,0.837,0.0,0.688,80.0,1.0,4.0,4.938,4.0,6.5
clueweb12-0005wb-02-19153,18.0,1.0,0.0,0.733,0.766,0.0,15.0,2.0,0.0,4.4,4.0,0.0
clueweb12-0211wb-88-07732,63.0,0.0,4.0,0.77,0.0,0.551,38.0,0.0,4.0,5.237,0.0,4.5
clueweb12-0818wb-77-16188,73.0,1.0,1.0,0.684,0.575,0.955,38.0,1.0,1.0,6.237,3.0,8.0
clueweb12-1809wb-68-02496,68.0,0.0,0.0,0.805,0.0,0.0,44.0,0.0,0.0,6.523,0.0,0.0
clueweb12-0000wb-66-33308,137.0,4.0,9.0,0.777,0.631,0.956,84.0,4.0,3.0,4.929,3.5,6.667
clueweb12-0704wb-43-24086,1777.0,90.0,16.0,0.73,0.609,0.72,1090.0,94.0,8.0,4.848,5.362,4.0
clueweb12-0805wb-16-04162,487.0,13.0,13.0,0.696,0.487,0.714,314.0,12.0,10.0,6.459,6.5,10.0
clueweb12-1913wb-34-22280,44.0,0.0,0.0,0.804,0.0,0.0,34.0,0.0,0.0,4.353,0.0,0.0
clueweb12-0008wb-50-16841,76.0,6.0,1.0,0.784,0.688,0.941,35.0,5.0,0.0,5.057,3.0,0.0
clueweb12-1714wb-42-23608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0307wb-39-05459,1224.0,48.0,34.0,0.767,0.695,0.701,678.0,46.0,24.0,5.149,4.565,7.042
clueweb12-1515wb-33-04207,2112.0,17.0,21.0,0.79,0.536,0.866,1255.0,20.0,14.0,6.346,14.05,11.571
clueweb12-0812wb-11-06554,430.0,14.0,10.0,0.742,0.653,0.874,247.0,17.0,8.0,4.984,4.765,9.625
clueweb12-1906wb-42-21628,26.0,2.0,0.0,0.729,0.598,0.0,20.0,2.0,0.0,6.55,12.5,0.0
clueweb12-1018wb-28-23999,34.0,1.0,0.0,0.751,0.579,0.0,26.0,1.0,0.0,3.577,11.0,0.0
clueweb12-0904wb-80-19381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0301tw-09-19809,795.0,23.0,12.0,0.754,0.478,0.815,395.0,26.0,2.0,6.587,7.115,3.5
clueweb12-1610wb-08-11424,5159.0,21.0,10.0,0.772,0.829,0.754,2751.0,58.0,8.0,5.252,4.103,5.375
clueweb12-1204wb-17-28211,855.0,17.0,9.0,0.781,0.868,0.721,530.0,23.0,7.0,4.943,4.478,8.429
clueweb12-0604wb-68-20576,326.0,12.0,31.0,0.765,0.681,0.888,199.0,12.0,28.0,5.291,8.0,11.071
clueweb12-0002wb-58-34709,26.0,1.0,0.0,0.776,0.502,0.0,15.0,1.0,0.0,7.467,6.0,0.0
clueweb12-1310wb-93-05032,24.0,0.0,0.0,0.743,0.0,0.0,13.0,0.0,0.0,4.077,0.0,0.0
clueweb12-1807wb-27-11251,32.0,2.0,1.0,0.741,0.827,0.683,27.0,2.0,1.0,5.185,3.5,8.0
clueweb12-1201tw-01-10633,1480.0,13.0,6.0,0.747,0.747,0.618,760.0,15.0,5.0,5.789,4.467,8.6
clueweb12-0111wb-40-25986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0112wb-09-10582,5190.0,261.0,99.0,0.755,0.692,0.851,2948.0,267.0,49.0,6.495,5.816,7.755
clueweb12-0108wb-43-32973,182.0,24.0,9.0,0.774,0.531,0.805,109.0,25.0,8.0,5.817,6.48,7.375
clueweb12-0307wb-71-02848,1576.0,53.0,60.0,0.725,0.478,0.829,922.0,63.0,53.0,5.606,6.333,8.736
clueweb12-0409wb-77-14508,70.0,0.0,1.0,0.719,0.0,0.955,37.0,0.0,1.0,4.676,0.0,13.0
clueweb12-1007wb-17-17782,25.0,0.0,1.0,0.755,0.0,0.955,11.0,0.0,1.0,6.818,0.0,13.0
clueweb12-0108wb-40-18409,25.0,0.0,0.0,0.794,0.0,0.0,10.0,1.0,0.0,9.7,4.0,0.0
clueweb12-1807wb-14-00494,286.0,3.0,15.0,0.73,0.593,0.716,151.0,4.0,13.0,5.821,9.5,6.692
clueweb12-0501wb-16-18933,20.0,0.0,0.0,0.846,0.0,0.0,13.0,1.0,0.0,6.846,4.0,0.0
clueweb12-0300wb-41-00816,1143.0,13.0,16.0,0.791,0.74,0.879,665.0,16.0,13.0,5.934,5.812,11.385
clueweb12-1905wb-36-11793,504.0,28.0,8.0,0.756,0.556,0.734,295.0,26.0,6.0,5.62,5.5,6.5
clueweb12-0304wb-71-00575,98.0,7.0,0.0,0.788,0.686,0.0,61.0,7.0,0.0,6.262,7.0,0.0
clueweb12-1102wb-19-11087,185.0,4.0,7.0,0.798,0.596,0.585,106.0,4.0,6.0,4.453,8.75,4.167
clueweb12-0401wb-12-20817,74.0,2.0,4.0,0.712,0.685,0.632,44.0,2.0,2.0,5.795,4.5,4.0
clueweb12-0401wb-73-24183,142.0,5.0,10.0,0.807,0.888,0.883,87.0,5.0,7.0,5.092,2.8,11.429
clueweb12-0106wb-74-16890,505.0,10.0,5.0,0.725,0.533,0.847,345.0,9.0,3.0,6.69,4.111,12.0
clueweb12-0209wb-24-14455,68.0,4.0,3.0,0.752,0.581,0.907,37.0,4.0,3.0,6.568,11.0,7.0
clueweb12-1102wb-36-26222,146.0,2.0,1.0,0.732,0.861,0.454,81.0,2.0,1.0,5.111,16.0,7.0
clueweb12-1512wb-86-11053,1055.0,19.0,1.0,0.766,0.717,0.595,671.0,21.0,1.0,5.268,5.667,10.0
clueweb12-0203wb-43-12264,182.0,23.0,3.0,0.813,0.687,0.843,130.0,24.0,1.0,5.431,8.042,10.0
clueweb12-0606wb-47-33334,375.0,25.0,1.0,0.719,0.543,0.571,217.0,26.0,1.0,5.24,4.346,2.0
clueweb12-0601wb-75-16771,64.0,0.0,12.0,0.746,0.0,0.725,35.0,0.0,11.0,6.686,0.0,8.182
clueweb12-1405wb-62-10710,293.0,2.0,4.0,0.807,0.435,0.77,179.0,4.0,4.0,6.017,12.75,7.75
clueweb12-0807wb-35-15724,1886.0,6.0,5.0,0.684,0.623,0.64,1069.0,19.0,1.0,6.03,5.474,4.0
clueweb12-1607wb-08-14000,346.0,0.0,0.0,0.788,0.0,0.0,153.0,0.0,0.0,4.81,0.0,0.0
clueweb12-1314wb-28-01872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0211wb-01-14119,20.0,1.0,1.0,0.779,0.888,0.963,13.0,1.0,0.0,5.923,3.0,0.0
clueweb12-1416wb-53-12374,1515.0,33.0,25.0,0.729,0.714,0.766,940.0,37.0,20.0,6.051,14.73,6.8
clueweb12-0712wb-50-29979,378.0,1.0,2.0,0.757,0.571,0.898,216.0,2.0,0.0,7.537,6.5,0.0
clueweb12-0211wb-11-11247,52.0,12.0,0.0,0.712,0.59,0.0,30.0,12.0,0.0,5.7,7.0,0.0
clueweb12-0202wb-38-10338,118.0,1.0,0.0,0.804,0.888,0.0,70.0,1.0,0.0,5.314,3.0,0.0
clueweb12-0919wb-14-22225,80.0,3.0,0.0,0.771,0.481,0.0,39.0,3.0,0.0,5.41,11.333,0.0
clueweb12-1605wb-35-26851,37.0,0.0,0.0,0.735,0.0,0.0,18.0,0.0,0.0,4.556,0.0,0.0
clueweb12-1405wb-84-12146,958.0,4.0,9.0,0.797,0.501,0.687,564.0,17.0,7.0,5.826,8.882,11.714
clueweb12-0711wb-76-11604,980.0,28.0,7.0,0.749,0.614,0.742,585.0,29.0,6.0,6.521,5.552,9.667
clueweb12-0110wb-26-08401,127.0,0.0,4.0,0.782,0.0,0.89,69.0,2.0,2.0,5.275,4.0,13.0
clueweb12-0000wb-00-37380,292.0,2.0,2.0,0.75,0.888,0.679,101.0,4.0,1.0,4.614,4.5,10.0
clueweb12-1912wb-80-02480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0203wb-35-18593,1391.0,6.0,30.0,0.772,0.636,0.955,800.0,7.0,30.0,6.746,11.857,13.0
clueweb12-0208wb-36-22515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1015wb-91-30134,576.0,5.0,35.0,0.759,0.654,0.929,346.0,1.0,35.0,4.653,6.0,11.714
clueweb12-0211wb-02-28210,1183.0,17.0,1.0,0.768,0.569,0.672,386.0,15.0,0.0,5.712,7.667,0.0
clueweb12-1706wb-24-01209,18.0,0.0,0.0,0.731,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0
clueweb12-1104wb-64-25854,155.0,0.0,0.0,0.769,0.0,0.0,79.0,0.0,0.0,6.671,0.0,0.0
clueweb12-1807wb-65-27270,428.0,30.0,20.0,0.731,0.584,0.754,241.0,31.0,15.0,5.212,6.032,5.733
clueweb12-0408wb-44-25071,772.0,20.0,14.0,0.719,0.721,0.733,448.0,21.0,12.0,5.946,3.762,8.333
clueweb12-1912wb-18-23994,14.0,2.0,0.0,0.625,0.457,0.0,13.0,4.0,0.0,4.769,3.75,0.0
clueweb12-0008wb-36-21115,147.0,0.0,2.0,0.818,0.0,0.912,67.0,1.0,1.0,5.045,4.0,13.0
clueweb12-0003wb-67-22143,328.0,3.0,2.0,0.787,0.445,0.812,121.0,2.0,1.0,5.835,22.0,8.0
clueweb12-0007wb-58-17881,30.0,0.0,0.0,0.822,0.0,0.0,13.0,0.0,0.0,4.385,0.0,0.0
clueweb12-0100wb-62-19671,245.0,1.0,0.0,0.711,0.888,0.0,133.0,1.0,0.0,4.752,3.0,0.0
clueweb12-0201wb-29-32759,1450.0,141.0,51.0,0.744,0.588,0.766,922.0,158.0,44.0,5.242,4.905,7.364
clueweb12-0201wb-87-18964,246.0,0.0,4.0,0.751,0.0,0.957,127.0,1.0,3.0,5.717,3.0,13.0
clueweb12-0305wb-44-22388,849.0,22.0,34.0,0.75,0.646,0.939,442.0,24.0,19.0,6.446,4.292,12.632
clueweb12-0700tw-55-16841,87.0,0.0,1.0,0.805,0.0,0.963,51.0,0.0,0.0,4.863,0.0,0.0
clueweb12-0003wb-49-14338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0005wb-73-08414,555.0,14.0,11.0,0.768,0.676,0.81,316.0,33.0,10.0,5.646,12.848,9.4
clueweb12-1218wb-01-14668,17.0,0.0,0.0,0.778,0.0,0.0,12.0,0.0,0.0,10.75,0.0,0.0
clueweb12-0002wb-70-11147,582.0,18.0,22.0,0.769,0.575,0.784,414.0,24.0,18.0,4.787,5.667,8.222
clueweb12-0503wb-23-12778,184.0,5.0,9.0,0.748,0.59,0.815,117.0,6.0,9.0,7.017,4.333,8.556
clueweb12-0603wb-93-13639,520.0,8.0,21.0,0.777,0.623,0.779,271.0,13.0,16.0,5.443,3.692,9.938
clueweb12-0109wb-58-03042,140.0,27.0,11.0,0.725,0.587,0.755,88.0,27.0,9.0,5.966,5.667,7.333
clueweb12-1604wb-46-12930,29.0,0.0,0.0,0.806,0.0,0.0,19.0,0.0,0.0,4.632,0.0,0.0
clueweb12-1716wb-07-21107,14.0,0.0,0.0,0.826,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
clueweb12-1715wb-59-03865,746.0,13.0,4.0,0.728,0.606,0.769,452.0,8.0,3.0,4.982,4.5,12.0
clueweb12-0012wb-98-07941,766.0,50.0,48.0,0.757,0.692,0.72,488.0,54.0,44.0,5.818,4.722,8.0
clueweb12-1901wb-31-18149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0104wb-44-14500,3779.0,38.0,67.0,0.778,0.667,0.724,2129.0,49.0,43.0,5.44,5.0,7.814
clueweb12-0306wb-49-32075,100.0,0.0,0.0,0.696,0.0,0.0,38.0,1.0,0.0,7.368,4.0,0.0
clueweb12-0501wb-70-08564,267.0,0.0,0.0,0.779,0.0,0.0,132.0,0.0,0.0,4.826,0.0,0.0
clueweb12-0702wb-26-03130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0201wb-10-15625,1034.0,39.0,16.0,0.766,0.665,0.744,603.0,44.0,12.0,5.794,6.25,7.167
clueweb12-0010wb-90-25528,4303.0,91.0,64.0,0.715,0.638,0.771,2316.0,95.0,45.0,4.649,4.937,10.644
clueweb12-0001wb-32-19915,9.0,0.0,0.0,0.661,0.0,0.0,9.0,0.0,0.0,4.778,0.0,0.0
clueweb12-0109wb-52-13796,417.0,61.0,5.0,0.724,0.641,0.902,213.0,25.0,1.0,4.869,7.88,3.0
clueweb12-1400wb-22-15171,208.0,16.0,1.0,0.709,0.592,0.955,121.0,17.0,1.0,4.793,4.471,13.0
clueweb12-1716wb-39-05281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1701wb-87-30921,709.0,9.0,19.0,0.767,0.754,0.896,386.0,9.0,12.0,4.738,5.333,8.333
clueweb12-1105wb-99-22350,74.0,0.0,0.0,0.758,0.0,0.0,30.0,0.0,0.0,5.833,0.0,0.0
clueweb12-0405wb-91-02826,87.0,2.0,0.0,0.758,0.783,0.0,45.0,2.0,0.0,4.533,3.0,0.0
clueweb12-0700tw-60-00238,20.0,0.0,1.0,0.781,0.0,0.9,9.0,0.0,1.0,7.0,0.0,6.0
clueweb12-0403wb-80-11965,312.0,3.0,7.0,0.767,0.879,0.948,177.0,4.0,5.0,4.701,3.25,13.0
clueweb12-0109wb-76-17927,1443.0,31.0,72.0,0.756,0.719,0.565,830.0,30.0,63.0,5.664,4.1,4.984
clueweb12-0110wb-65-23593,617.0,58.0,13.0,0.764,0.456,0.919,363.0,56.0,8.0,7.014,15.25,10.75
clueweb12-1908wb-94-18764,429.0,34.0,11.0,0.746,0.587,0.805,271.0,33.0,8.0,5.299,4.545,6.5
clueweb12-0110wb-40-10379,976.0,25.0,67.0,0.75,0.756,0.676,524.0,26.0,56.0,6.366,4.577,9.214
clueweb12-0902wb-49-26791,248.0,2.0,1.0,0.721,0.402,0.41,143.0,3.0,1.0,7.531,16.333,4.0
clueweb12-1514wb-66-01629,643.0,78.0,25.0,0.74,0.696,0.843,415.0,85.0,15.0,4.749,4.518,6.6
clueweb12-0009wb-51-14182,106.0,3.0,2.0,0.799,0.597,0.69,43.0,2.0,2.0,5.581,7.0,4.0
clueweb12-1602wb-93-01213,554.0,11.0,8.0,0.761,0.796,0.741,315.0,11.0,3.0,5.114,3.273,6.0
clueweb12-1810wb-81-24858,1711.0,15.0,2.0,0.728,0.8,0.763,1033.0,19.0,1.0,5.405,3.211,4.0
clueweb12-0211wb-76-19898,23.0,0.0,0.0,0.765,0.0,0.0,12.0,0.0,0.0,6.417,0.0,0.0
clueweb12-1103wb-62-09190,342.0,21.0,11.0,0.748,0.606,0.747,210.0,24.0,13.0,4.9,4.875,4.538
clueweb12-1215wb-34-25048,175.0,8.0,2.0,0.745,0.717,0.725,104.0,9.0,2.0,4.49,3.889,8.5
clueweb12-0302wb-84-02030,33.0,3.0,0.0,0.81,0.675,0.0,18.0,3.0,0.0,7.556,4.667,0.0
clueweb12-0708wb-65-18774,158.0,3.0,1.0,0.693,0.788,0.926,94.0,3.0,0.0,4.479,3.0,0.0
clueweb12-0205wb-23-22671,234.0,10.0,0.0,0.762,0.509,0.0,183.0,10.0,0.0,7.235,6.6,0.0
clueweb12-1507wb-40-01271,424.0,9.0,2.0,0.751,0.619,0.808,255.0,11.0,1.0,6.224,4.636,13.0
clueweb12-0818wb-79-06058,97.0,0.0,6.0,0.759,0.0,0.559,52.0,0.0,6.0,6.654,0.0,9.0
