filename,n_abbrs,n_as,n_blockquotes,n_bolds,n_cites,n_divs,n_dls,n_forms,n_h1s,n_h2s,n_h3s,n_h4s,n_h5s,n_h6s,n_hs,n_imgs,n_inputs,n_links,n_lists,n_ols,n_ps,n_qs,n_scripts,n_spans,n_table,n_uls
clueweb12-1808wb-72-28150,0,46,0,1,0,56,0,0,0,0,0,0,0,0,0,51,0,4,1,0,15,0,10,15,0,1
clueweb12-0010wb-73-01595,0,55,1,5,0,1,0,1,1,1,0,0,0,0,2,8,6,1,0,0,6,0,4,1,8,0
clueweb12-0916wb-35-25109,0,309,0,0,0,41,0,2,1,5,1,0,0,0,7,10,10,22,59,0,8,0,20,48,0,59
clueweb12-1016wb-34-03663,0,76,0,0,0,131,0,1,1,4,1,0,0,0,6,9,11,2,19,0,34,0,7,18,0,19
clueweb12-1108wb-73-13391,0,64,0,0,0,14,0,3,1,3,0,0,0,0,4,19,14,4,0,0,26,0,14,27,22,0
clueweb12-0304wb-17-07384,0,92,1,26,0,26,0,1,0,0,0,0,0,0,0,5,13,3,0,0,94,0,12,0,2,0
clueweb12-0405wb-09-09901,1,81,0,0,0,68,5,3,1,8,6,0,1,0,16,8,4,7,10,0,18,0,13,43,0,5
clueweb12-1211wb-82-22400,0,17,0,0,0,73,0,1,1,1,1,2,0,0,5,10,3,4,66,32,454,0,8,0,4,34
clueweb12-0211wb-17-28469,0,30,0,44,0,8,0,1,1,0,0,0,0,0,1,33,2,4,17,0,46,0,8,9,7,17
clueweb12-0204wb-84-21096,0,92,0,36,0,77,0,3,0,0,22,0,0,0,22,60,14,7,13,0,198,0,0,26,22,13
clueweb12-0200wb-78-26130,0,121,0,0,0,210,0,0,0,1,0,0,0,0,1,29,0,3,0,0,1,0,1,4,11,0
clueweb12-0400tw-77-19073,0,2,0,53,0,74,0,1,1,0,0,0,0,0,1,2,381,4,2,0,0,0,2,80,14,2
clueweb12-0304wb-74-16634,0,54,0,0,0,21,0,1,1,9,0,0,0,0,10,2,2,43,4,0,15,0,5,0,0,4
clueweb12-0303wb-82-04093,0,899,0,0,0,816,0,1,0,5,0,0,0,0,5,5,2,3,1,0,0,0,11,1,0,1
clueweb12-1200wb-32-05817,0,88,0,0,0,48,0,1,1,0,5,0,0,0,6,21,5,2,7,0,10,0,9,26,2,7
clueweb12-0406wb-40-14056,0,67,0,0,0,16,0,1,1,0,0,0,0,0,1,4,11,3,7,0,1,0,12,1,1,7
clueweb12-1410wb-17-23342,0,37,0,7,0,13,0,1,0,1,1,0,0,0,2,2,8,1,0,0,25,0,3,22,4,0
clueweb12-0713wb-98-18221,0,119,0,28,0,4,0,1,0,0,0,0,0,0,0,6,2,0,5,0,12,0,10,0,13,5
clueweb12-0006wb-46-14534,0,28,0,12,0,16,0,1,4,0,0,0,0,0,4,18,0,2,1,0,0,0,3,13,14,1
clueweb12-1104wb-74-18500,0,54,0,1,0,16,0,1,3,1,0,0,0,0,4,12,7,3,4,0,7,0,9,9,10,4
clueweb12-1606wb-61-02795,0,816,0,0,0,84,0,1,1,0,4,0,0,0,5,53,6,7,5,0,32,0,20,2,69,5
clueweb12-1707wb-49-05422,0,38,0,0,0,117,0,1,1,1,0,3,0,0,5,4,5,3,9,0,5,0,6,12,0,9
clueweb12-0108wb-32-14608,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,34,0,3,188,6,0
clueweb12-0411wb-72-14728,0,97,0,0,0,28,0,1,1,2,0,0,0,0,3,2,5,3,14,1,10,0,18,3,0,13
clueweb12-0405wb-31-15551,0,202,23,18,0,120,0,3,2,1,0,0,0,0,3,110,16,4,7,0,83,0,18,11,31,7
clueweb12-0205wb-44-30771,0,17,2,1,0,0,0,0,0,0,2,0,0,0,2,4,0,0,2,0,8,0,0,0,0,2
clueweb12-1401wb-21-31045,0,43,0,1,0,70,0,2,0,0,2,3,0,0,5,31,10,5,6,1,18,0,28,1,0,5
clueweb12-0009wb-29-12140,0,705,0,0,0,54,0,1,1,3,10,0,0,0,14,0,2,7,3,0,78,0,2,0,0,3
clueweb12-0200wb-31-11240,0,60,0,0,0,44,0,2,1,1,0,0,0,0,2,23,2,8,3,0,6,0,24,3,0,3
clueweb12-0002wb-41-14925,0,79,1,0,0,40,0,3,2,5,5,0,0,0,12,17,10,5,7,0,32,0,12,0,1,7
clueweb12-1011wb-53-06560,0,304,0,268,0,2199,0,1,1,0,268,0,0,0,269,6,546,8,4,0,159,0,16,480,0,4
clueweb12-0400wb-69-06511,0,134,0,26,0,7,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,3,0,12,0
clueweb12-0401wb-55-26297,0,49,0,0,0,78,0,2,1,2,0,0,0,0,3,14,9,14,6,0,8,0,20,80,0,6
clueweb12-1207wb-57-13197,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,270,0,2,0,0,0
clueweb12-1716wb-05-28127,0,86,0,0,0,19,0,1,1,0,0,1,1,0,3,6,8,6,15,1,38,0,11,4,0,14
clueweb12-1400wb-06-21425,0,539,6,358,0,0,0,1,0,0,0,0,0,0,0,71,2,0,21,0,0,0,0,0,17,21
clueweb12-1200tw-98-03520,2,2336,0,1,0,53,0,1,2,1,7,5,0,0,15,11,2,9,32,0,17,0,16,4,0,32
clueweb12-0000wb-71-19842,0,60,0,66,0,2,0,1,2,0,0,0,0,0,2,10,18,0,0,0,108,0,1,66,6,0
clueweb12-0506wb-52-07622,0,82,1,18,0,45,0,1,1,0,0,0,0,0,1,7,6,7,9,0,16,0,16,8,8,9
clueweb12-1603wb-27-33872,0,186,0,15,0,26,2,1,0,0,0,4,8,0,12,74,12,5,3,0,99,0,24,138,21,1
clueweb12-0100tw-29-00881,0,165,1,0,0,62,0,0,1,0,0,0,0,0,1,52,0,2,1,1,3,0,2,51,0,0
clueweb12-1100wb-69-08043,0,67,0,2,0,14,0,1,1,11,26,1,0,0,39,0,1,4,61,0,70,0,3,4,9,61
clueweb12-0207wb-33-19142,0,108,0,0,0,137,0,2,2,24,0,0,0,0,26,21,4,10,4,0,30,0,25,5,0,4
clueweb12-1602wb-36-05863,0,77,0,15,0,72,0,2,1,0,0,0,0,0,1,23,38,1,0,0,2,0,0,4,8,0
clueweb12-0112wb-59-02816,0,31,0,7,0,4,0,2,0,0,0,0,0,0,0,6,16,3,0,0,0,0,2,4,11,0
clueweb12-0002wb-97-20288,0,107,0,4,1,51,0,2,1,1,3,0,2,0,7,7,11,3,19,2,18,1,29,5,0,17
clueweb12-0501wb-81-33220,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,2,9,0,0
clueweb12-0106wb-82-12446,0,107,0,19,0,22,0,2,1,0,0,0,0,0,1,32,9,3,1,0,15,0,31,0,29,1
clueweb12-0305wb-92-13658,0,1,0,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96,0,0,0,0,0
clueweb12-0710wb-54-01954,0,186,0,8,0,154,0,4,2,5,5,0,0,0,12,46,41,5,4,2,17,2,25,145,3,2
clueweb12-0012wb-70-21015,0,200,1,0,0,59,0,1,0,1,4,28,7,1,40,29,5,6,42,0,25,0,8,31,0,42
clueweb12-0405wb-72-16110,0,78,1,6,0,40,0,3,0,0,0,0,0,0,0,7,20,3,16,3,5,0,28,3,1,13
clueweb12-0102wb-59-29889,0,45,0,0,0,71,0,1,3,9,2,8,0,0,22,4,1,4,13,0,13,0,17,2,1,13
clueweb12-0304wb-29-05336,1,196,0,0,0,30,0,1,1,0,1,59,1,0,62,26,7,18,28,2,78,0,28,104,0,26
clueweb12-1116wb-21-00488,0,601,0,300,0,9,0,2,0,0,0,0,0,0,0,25,13,0,26,0,2,0,11,7,3,26
clueweb12-0714wb-06-19797,0,119,0,28,0,4,0,1,0,0,0,0,0,0,0,6,2,0,5,0,12,0,10,0,13,5
clueweb12-1800tw-42-19575,3,149,0,0,1,40,0,2,0,2,9,0,0,0,11,5,9,13,20,1,11,0,16,9,0,19
clueweb12-0904wb-70-24041,0,1009,0,0,0,1509,0,2,1,0,0,0,0,0,1,591,7,4,7,0,1,0,25,224,11,7
clueweb12-0009wb-13-34995,0,119,0,0,0,48,0,1,1,0,1,6,1,0,9,18,2,17,43,0,18,0,40,35,0,43
clueweb12-0700wb-97-08006,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,445,0,0
clueweb12-0700wb-15-04600,0,386,0,0,0,12,0,1,1,0,0,0,0,0,1,5,16,9,11,0,2,0,12,3,0,11
clueweb12-1402wb-08-06677,0,133,0,0,0,27,0,1,1,1,4,0,0,0,6,74,4,5,9,0,29,0,24,25,47,9
clueweb12-0304wb-51-23199,0,33,0,0,0,75,0,0,0,1,0,0,0,0,1,1,0,3,4,0,3,0,8,37,0,4
clueweb12-1911wb-65-01828,0,5,0,80,0,15,0,0,1,5,0,0,0,0,6,0,0,0,1,0,14,0,1,0,0,1
clueweb12-0208wb-18-07878,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,3,20,1,0,0,3,0,8,1,7,0
clueweb12-0401wb-62-03031,0,47,0,0,0,21,0,1,1,4,1,0,0,0,6,2,2,9,3,0,6,0,6,0,0,3
clueweb12-1800wb-60-19450,0,30,0,128,0,2,1,0,1,0,0,0,1,0,2,16,0,1,1,0,11,0,1,1,5,0
clueweb12-0203wb-71-14287,0,110,0,0,0,48,0,2,1,0,7,0,0,0,8,6,4,4,15,0,26,0,11,68,1,15
clueweb12-1107wb-64-25606,0,112,0,5,0,31,0,1,0,7,0,0,0,0,7,6,4,12,6,0,2,0,14,0,0,6
clueweb12-1615wb-11-25145,0,386,0,9,0,60,0,2,0,0,0,0,0,0,0,17,7,3,10,0,2,0,25,55,23,10
clueweb12-1801wb-58-23935,1,150,3,0,3,129,20,4,1,1,21,0,0,0,23,40,8,9,25,0,25,0,3,104,0,5
clueweb12-0706wb-57-17738,0,54,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,1,16,0
clueweb12-0502wb-36-05881,0,22,0,7,0,11,0,2,2,2,1,1,1,0,7,1,6,4,4,0,14,0,17,2,2,4
clueweb12-0700tw-76-22656,0,59,0,0,0,78,0,1,1,4,17,3,0,0,25,13,11,8,14,0,30,0,20,96,7,14
clueweb12-0813wb-00-19569,0,115,0,1,0,28,0,1,1,4,1,0,0,0,6,2,1,14,6,0,17,0,24,7,0,6
clueweb12-0903wb-42-14639,0,271,0,0,0,352,0,2,1,4,0,132,0,1,137,63,12,2,53,0,3,0,13,8,0,53
clueweb12-0909wb-34-21696,0,90,0,0,0,23,0,3,3,2,0,9,1,0,15,2,34,12,11,0,148,0,3,0,0,11
clueweb12-1910wb-91-21203,0,127,0,0,0,46,0,1,1,4,5,0,0,0,10,6,2,9,10,0,31,0,8,4,0,10
clueweb12-0310wb-68-18251,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
clueweb12-1503wb-90-13670,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
clueweb12-1811wb-02-12959,0,108,0,0,0,109,0,1,0,1,2,0,0,0,3,9,2,26,19,0,2,0,12,5,0,19
clueweb12-0500wb-94-09111,8,424,0,0,0,62,1,0,1,2,12,9,0,0,24,94,0,6,8,0,37,0,1,22,1,7
clueweb12-0108wb-43-18530,0,77,0,27,0,258,0,0,0,11,39,1,0,0,51,25,0,0,6,6,161,0,2,3,1,0
clueweb12-0206wb-82-27283,0,40,0,0,0,31,0,1,0,0,0,0,0,0,0,32,6,2,0,0,26,0,8,12,1,0
clueweb12-0203wb-55-30991,0,82,0,0,0,83,0,1,1,0,7,0,0,1,8,7,1,3,22,0,9,0,15,6,0,22
clueweb12-0408wb-63-14191,0,73,0,606,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,22,0,0,0,5,0
clueweb12-0003wb-36-29002,0,69,0,2,0,42,0,1,1,0,0,0,0,0,1,5,2,3,13,3,9,0,29,2,0,10
clueweb12-0200tw-52-09228,0,30,0,2,0,32,0,1,1,1,7,0,0,0,9,7,4,1,0,0,39,0,4,1,0,0
clueweb12-1106wb-12-22408,0,83,0,34,0,121,0,1,0,0,0,0,0,0,0,51,4,2,0,0,0,0,26,0,8,0
clueweb12-0203wb-88-18844,0,26,0,10,0,1,0,0,2,2,0,0,0,0,4,15,0,0,0,0,38,0,3,0,1,0
clueweb12-1006wb-85-02717,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,13,0,2,60,2,0
clueweb12-1215wb-79-14431,0,29,0,879,0,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,0
clueweb12-1504wb-94-00760,0,80,0,0,0,53,0,1,0,6,4,0,0,0,10,6,5,15,6,0,6,0,31,2,0,6
clueweb12-1100wb-58-24694,0,263,0,0,0,78,1,1,1,4,4,0,0,0,9,6,1,20,71,14,163,0,10,6,0,56
clueweb12-0916wb-62-06971,0,131,0,0,0,32,0,0,0,0,0,0,0,0,0,31,0,2,2,1,0,0,3,9,3,1
clueweb12-1214wb-14-19605,0,461,0,0,0,24,0,1,1,10,0,1,0,0,12,5,5,1,42,0,23,0,32,3,1,42
clueweb12-0510wb-52-01395,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,225,0,0,0,0,1
clueweb12-0011wb-37-00223,0,705,0,4,0,109,0,2,2,0,0,0,0,0,2,67,133,2,1,0,12,0,22,124,63,1
clueweb12-0109wb-20-07631,0,23,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,33,0,7,0,2,0
clueweb12-0212wb-13-32335,0,32,0,0,0,16,0,0,1,1,1,0,0,0,3,13,0,2,1,1,6,0,17,0,0,0
clueweb12-0203wb-38-13299,0,286,0,2,0,10,0,4,1,1,0,0,0,0,2,30,11,6,9,0,3,0,20,24,27,9
clueweb12-0602wb-18-00204,0,75,0,0,0,46,0,2,1,6,0,0,0,0,7,3,5,2,16,0,12,0,2,44,0,16
clueweb12-0204wb-06-33691,0,57,0,0,0,138,0,2,1,4,25,0,0,0,30,27,6,3,5,0,9,0,52,19,0,5
clueweb12-1213wb-83-16673,0,100,0,3,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,22,0,9,0,8,0
clueweb12-1614wb-38-08325,0,100,0,10,0,61,0,1,10,0,0,0,0,0,10,46,12,8,0,0,114,0,5,20,22,0
clueweb12-0209wb-64-00237,0,5,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
clueweb12-1101wb-78-18929,0,65,0,3,0,16,0,1,1,5,11,13,0,0,30,0,1,4,48,0,63,0,3,8,4,48
clueweb12-0603wb-86-23093,0,350,0,0,0,275,0,1,7,1,0,0,0,0,8,15,6,4,17,0,13,0,5,1,9,17
clueweb12-0412wb-00-31286,0,44,0,0,0,7,0,0,1,1,5,0,1,1,8,5,0,4,0,0,24,0,11,0,0,0
clueweb12-1913wb-03-27735,0,727,0,7,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,7,0,3,1,0,0
clueweb12-0802wb-42-00125,0,24,0,0,0,231,0,1,1,1,1,0,0,0,3,2,2,12,7,0,3,0,2,18,0,7
clueweb12-0300tw-21-04097,1,110,0,2,0,80,0,3,1,1,11,2,0,0,15,42,22,12,12,0,43,0,15,7,1,12
clueweb12-1913wb-70-21772,2,173,0,8,0,44,0,2,3,1,11,0,0,0,15,0,7,12,20,0,15,0,10,6,1,20
clueweb12-1101wb-28-11559,0,67,0,2,0,14,0,1,1,11,26,1,0,0,39,0,1,4,61,0,70,0,3,4,9,61
clueweb12-1011wb-54-18292,0,21,0,17,0,7,0,3,2,10,0,0,0,0,12,2,8,0,0,0,11,0,9,3,4,0
clueweb12-1200wb-28-25190,0,814,0,28,0,0,0,2,5,2,1,0,0,0,8,45,10,1,1,1,43,0,6,0,7,0
clueweb12-0012wb-85-17560,0,23,1,0,0,13,0,2,0,0,0,1,0,0,1,5,14,3,0,0,43,0,5,59,11,0
clueweb12-1309wb-81-22935,0,51,0,0,0,42,6,1,1,0,0,0,0,0,1,24,14,5,13,0,5,0,23,3,6,7
clueweb12-1911wb-36-07648,0,26,0,0,0,33,0,1,1,0,0,0,0,0,1,4,2,3,2,1,2,0,10,3,0,1
clueweb12-0305wb-68-13158,0,173,0,97,0,105,1,7,7,3,9,1,7,0,27,7,15,10,9,0,26,0,17,38,23,8
clueweb12-1217wb-92-21149,0,10,0,3,0,42,0,5,1,5,7,0,0,0,13,10,17,2,2,0,13,0,0,12,9,2
clueweb12-1107wb-29-13617,0,157,0,0,0,261,0,0,1,21,0,0,0,0,22,11,0,9,2,0,53,0,9,20,0,2
clueweb12-0110wb-99-28607,0,68,0,23,0,21,0,1,0,5,0,0,0,0,5,14,5,7,1,0,49,0,0,0,6,1
clueweb12-0207wb-21-14527,0,400,0,0,0,1244,0,2,1,0,0,0,0,0,1,82,63,12,21,0,2,0,46,178,1,21
clueweb12-0711wb-42-17994,0,125,0,0,0,62,0,2,3,8,0,0,0,0,11,6,6,11,15,0,77,0,36,9,0,15
clueweb12-1508wb-94-12816,0,99,0,0,0,127,0,0,0,1,0,0,0,0,1,2,0,3,17,0,4,0,20,72,0,17
clueweb12-1607wb-46-28491,0,17,0,1,0,24,0,1,1,3,2,1,0,0,7,1,2,5,6,2,1,0,7,1,0,4
clueweb12-0805wb-86-10475,0,98,0,5,0,46,0,1,1,0,6,0,0,1,7,11,18,5,8,0,0,0,17,12,5,8
clueweb12-0009wb-32-17180,0,22,1,0,0,45,0,0,0,0,1,0,1,0,2,3,0,2,0,0,19,0,2,19,14,0
clueweb12-0909wb-17-08578,0,13,0,30,0,11,0,3,1,10,0,0,0,0,11,2,10,0,0,0,13,0,8,1,6,0
clueweb12-0208wb-36-22515,0,76,0,0,0,36,0,0,1,1,0,0,0,0,2,38,0,8,2,0,6,0,7,26,1,2
clueweb12-0207wb-13-01696,0,140,0,42,0,77,0,0,0,1,0,0,0,0,1,12,0,1,3,0,41,0,1,0,10,3
clueweb12-0405wb-24-26697,0,76,0,0,0,66,0,2,2,4,2,0,0,0,8,8,27,10,3,0,60,0,12,63,3,3
clueweb12-0304wb-21-10698,0,371,0,0,0,111,0,3,1,10,0,0,0,0,11,4,11,12,19,0,11,0,9,513,0,19
clueweb12-0210wb-13-08096,0,25,0,0,0,14,0,2,3,0,0,0,0,0,3,4,2,1,0,0,21,0,2,0,3,0
clueweb12-0201wb-58-04626,0,1274,0,167,0,16,0,1,1,0,0,0,0,0,1,6,8,1,3,0,0,0,15,64,14,3
clueweb12-1702wb-98-01744,0,81,0,0,1,91,0,5,1,0,10,0,1,1,12,14,43,26,9,1,73,0,30,33,0,8
clueweb12-1909wb-73-13391,0,36,0,0,0,14,0,2,1,4,1,1,0,0,7,12,11,10,7,0,29,0,0,1,1,7
clueweb12-0009wb-88-20808,0,458,0,39,0,305,0,6,5,0,1,0,0,0,6,77,79,5,1,0,0,0,16,164,97,1
clueweb12-0309wb-74-02477,0,213,0,0,0,0,0,0,0,1,0,0,0,0,1,121,0,0,0,0,65,0,0,0,32,0
clueweb12-1507wb-44-09470,1,970,0,1,0,416,2,0,0,11,1,2,0,0,14,438,0,10,90,0,225,0,22,761,5,88
clueweb12-0301tw-12-17373,0,165,0,0,0,110,0,1,11,8,0,0,0,0,19,37,2,29,17,0,24,0,19,0,3,17
clueweb12-1806wb-27-12416,0,35,0,22,0,0,0,0,0,0,0,9,1,0,10,12,0,0,3,1,88,0,0,0,0,2
clueweb12-0008wb-99-26097,0,169,0,0,0,81,0,3,1,7,20,0,0,0,28,25,20,8,8,2,73,0,23,3,1,6
clueweb12-0300wb-80-23685,0,140,0,0,0,33,0,0,1,1,0,0,0,0,2,16,0,8,21,0,9,0,12,0,1,21
clueweb12-0203wb-71-26686,0,1249,0,17,0,16,0,1,1,0,0,0,0,0,1,4,8,1,3,0,2,0,15,7,12,3
clueweb12-1012wb-81-11536,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,3,0,0,12,0,4,3,2,0
clueweb12-0810wb-04-28233,0,13,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
clueweb12-1905wb-85-14642,0,1603,0,303,0,163,4,1,1,15,23,10,0,0,49,43,3,3,35,2,106,0,10,1233,12,29
clueweb12-0500tw-37-03932,2,115,0,0,0,155,0,2,1,2,7,0,0,0,10,15,8,17,5,0,19,0,19,36,0,5
clueweb12-1510wb-09-06640,0,237,0,0,0,188,0,4,2,0,16,0,0,0,18,55,33,3,4,0,32,0,44,98,4,4
clueweb12-1512wb-10-14476,0,45,0,0,0,34,0,2,1,1,3,5,0,0,10,0,7,10,2,0,17,0,11,4,0,2
clueweb12-1804wb-01-34274,0,28,0,0,0,54,0,1,2,0,0,0,0,0,2,11,3,3,2,0,0,0,3,4,2,2
clueweb12-1606wb-14-02091,0,46,0,0,0,44,0,2,1,0,6,0,0,0,7,4,16,15,15,0,19,0,25,2,0,15
clueweb12-1905wb-70-18850,0,509,0,0,0,79,0,2,1,10,7,0,0,0,18,9,2,7,5,0,29,0,6,42,0,5
clueweb12-1617wb-23-18261,0,19,0,0,0,47,0,4,1,1,4,3,0,0,9,1,82,8,1,0,7,0,33,10,1,1
clueweb12-1013wb-02-21638,0,124,0,0,0,91,0,1,5,7,0,0,0,0,12,2,16,4,19,0,8,0,15,101,4,19
clueweb12-0717wb-12-11110,0,106,0,0,0,63,0,1,2,1,8,0,0,0,11,14,4,5,3,0,7,0,14,92,17,3
clueweb12-0000wb-37-35544,0,53,2,0,21,9,0,0,1,1,1,0,0,0,3,1,0,1,1,1,72,0,0,0,0,0
clueweb12-0400wb-74-17136,0,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,149,0,0,721,0,0
clueweb12-1412wb-32-07358,0,346,0,0,0,18,0,1,2,3,2,3,0,0,10,2,2,3,2,0,671,0,4,1,1,2
clueweb12-1611wb-40-25878,0,135,0,0,0,85,0,0,10,1,0,0,0,0,11,13,0,10,5,0,14,0,7,35,0,5
clueweb12-0302wb-61-05162,0,23,0,5,0,6,0,0,0,0,0,0,0,0,0,2,0,1,1,0,107,0,2,0,0,1
clueweb12-1615wb-11-24582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clueweb12-1414wb-22-11874,0,111,0,0,0,14,0,2,13,5,1,13,0,0,32,5,11,1,0,0,112,0,9,17,7,0
clueweb12-0106wb-63-08052,0,1,0,0,0,0,0,0,0,0,1,11,0,0,12,6,0,0,11,0,14,0,0,0,4,11
clueweb12-1703wb-70-03212,0,745,0,25,0,2,0,3,0,0,0,0,0,0,0,353,9,10,0,0,2,0,20,119,78,0
clueweb12-0409wb-80-00511,0,187,0,3,0,35,0,3,1,1,12,0,0,0,14,16,22,9,13,1,46,0,12,27,0,12
clueweb12-1107wb-20-04346,1,439,4,49,0,203,0,4,2,7,1,0,0,0,10,29,17,12,79,0,6,0,29,208,6,79
clueweb12-0100wb-38-26301,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,14,0,0,0,1,0
clueweb12-1703wb-99-17391,0,238,0,0,0,6,0,3,0,1,0,0,0,0,1,12,13,1,0,0,4,0,16,5,24,0
clueweb12-0402wb-14-15261,0,198,0,22,0,232,0,16,2,0,1,0,0,0,3,57,40,1,1,0,48,0,13,33,1,1
clueweb12-0306wb-27-35169,0,125,0,0,0,24,0,1,1,5,0,0,0,0,6,2,5,10,4,0,12,0,15,3,0,4
clueweb12-0000wb-41-20954,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
clueweb12-1809wb-74-26413,0,31,0,0,0,14,0,1,1,3,3,0,0,0,7,2,2,16,5,0,9,0,10,0,0,5
clueweb12-0310wb-65-14099,0,32,0,1,0,15,0,0,1,5,0,0,0,0,6,12,0,8,7,0,8,0,18,8,1,7
clueweb12-0602wb-76-28453,0,29,0,6,0,7,0,1,0,0,0,0,0,0,0,7,5,2,1,0,25,0,7,5,6,1
clueweb12-0209wb-91-28627,0,35,0,1,0,13,0,2,0,0,1,7,0,0,8,7,16,0,4,0,14,0,9,0,6,4
clueweb12-0201wb-76-27678,0,86,0,68,0,28,0,1,1,0,0,0,0,0,1,30,3,1,1,0,0,0,0,2,8,1
clueweb12-0511wb-23-30329,0,106,0,0,0,29,0,1,1,9,1,0,0,0,11,3,8,4,8,0,25,0,8,22,0,8
clueweb12-1101wb-16-07373,0,54,0,35,0,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29,0,1,0,0,0
clueweb12-0003wb-10-19977,0,57,0,0,0,122,0,2,1,3,0,1,0,0,5,6,5,4,6,0,6,0,37,22,11,6
clueweb12-0000tw-13-01721,0,282,0,12,0,51,0,1,1,12,0,0,0,0,13,38,2,6,3,0,107,0,6,0,0,3
clueweb12-0502wb-38-35278,0,77,0,2,0,11,0,10,0,0,0,0,0,0,0,120,55,2,0,0,4,0,7,35,111,0
clueweb12-1513wb-94-10650,0,31,0,11,0,8,0,0,1,0,0,0,0,0,1,30,0,3,0,0,19,0,17,8,2,0
clueweb12-1312wb-88-20034,0,166,0,0,0,46,0,1,1,1,0,0,0,0,2,17,12,4,27,0,12,0,19,70,1,27
clueweb12-1409wb-01-17126,0,253,0,0,99,450,0,2,6,9,2,0,0,0,17,124,10,30,21,1,131,0,18,104,0,20
clueweb12-0205wb-27-02523,0,101,0,0,0,21,0,2,1,8,6,0,0,0,15,0,2,1,10,0,19,0,9,4,0,10
clueweb12-1401wb-65-25159,0,80,0,0,0,97,0,1,1,3,9,0,0,0,13,13,4,3,23,0,32,0,22,2,0,23
clueweb12-0605wb-32-24294,0,72,0,15,0,2,0,2,0,0,0,0,0,0,0,31,5,3,3,0,5,0,10,3,37,3
clueweb12-0100tw-40-18868,0,87,0,0,0,68,0,0,0,0,0,0,0,0,0,192,1,0,0,0,254,0,5,40,145,0
clueweb12-0407wb-18-21964,0,391,1,19,0,23,7,1,1,0,5,15,5,0,26,27,2,5,61,1,119,0,21,3,5,53
clueweb12-0109wb-11-33027,1,61,0,2,0,40,0,5,0,1,5,0,1,0,7,10,17,12,9,0,37,0,18,50,5,9
clueweb12-0200tw-75-14633,0,268,0,0,0,322,0,1,1,22,2,0,0,0,25,40,2,13,12,0,66,0,138,24,0,12
clueweb12-1807wb-61-02586,0,26,0,0,0,19,0,1,1,1,0,0,0,0,2,6,3,3,5,0,10,0,6,6,3,5
clueweb12-1910wb-86-11593,0,127,0,0,0,46,0,1,1,4,5,0,0,0,10,6,2,9,10,0,31,0,8,4,0,10
clueweb12-1602wb-81-20097,0,42,0,0,0,27,0,1,2,0,0,0,0,0,2,5,2,3,6,0,4,0,7,12,0,6
clueweb12-0001wb-95-29256,0,77,0,15,0,43,0,1,2,4,0,0,0,0,6,9,5,2,12,0,21,0,39,8,1,12
clueweb12-0814wb-12-27065,0,154,0,0,0,54,0,1,10,3,10,32,0,0,55,14,3,9,51,0,105,0,25,5,15,51
clueweb12-0008wb-67-22392,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,40,0,2,0,5,0
clueweb12-1801wb-53-12605,0,180,0,0,0,186,0,3,1,1,1,0,0,10,3,6,6,4,25,1,8,0,8,1,3,24
clueweb12-1416wb-40-10708,0,9,0,7,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0,5,16,1,0
clueweb12-0000wb-46-08201,0,96,0,3,0,48,0,1,1,0,4,0,3,0,8,5,2,3,17,2,16,0,28,3,0,15
